title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
Talash,"Action,Adventure,Comedy",2019,,,Zeeshan Khan,"Mustafa Qureshi,Mustafa Qureshi",,"November 15, 2019 (Pakistan)",,4,,,https://www.imdb.com/title/tt10594598/?ref_=adv_li_tt
Investigation 13,"Animation,Horror,Mystery",2019,,,Krisstian de Lara,"Rolando Viñas,Stephanie Hernandez","Meg Foster,Stephanie Hernandez,Robert Paget","September 10, 2019 (United States)",,23,,,https://www.imdb.com/title/tt3445280/?ref_=adv_li_tt
Indian Road Trip,Comedy,2019,,,Allan Hopkins,,"Ajuawak Kapashesit,Paul C. Grenier,Dale Hunter","December 1, 2019 (Canada)",Trembling Void Studios,2,,,https://www.imdb.com/title/tt6993516/?ref_=adv_li_tt
Aberdeen,Drama,2019,,,Colton Van Til,"Taylor Weaver,Amara Davis","Isabel Bennett,Amara Davis,Matt George Moore","February 24, 2019 (United States)",,,,,https://www.imdb.com/title/tt8648232/?ref_=adv_li_tt
"Not to Be Unpleasant, But We Need to Have a Serious Talk","Comedy,Drama",2019,,,Giorgos Georgopoulos,,"Omiros Poulakis,Vangelis Mourikis,Kora Karvouni","July 15, 2021 (Greece)",Green Dragon Movies,3,,,https://www.imdb.com/title/tt7120540/?ref_=adv_li_tt
Operation Gold Fish,"Action,Thriller",2019,Not Rated,2h 7m,Sai Kiran Adivi,"Abburi Ravi,Sasha Chettri","Aadi,Sasha Chettri,Nithya Naresh","October 18, 2019 (United States)",,10,,,https://www.imdb.com/title/tt9081232/?ref_=adv_li_tt
Hanggang kailan?,"Drama,Romance",2019,,,Bona Fajardo,,"Xian Lim,Louise de los Reyes,Gab Lagman","February 6, 2019 (Philippines)",Saga Prefecture Film Commission,1,,,https://www.imdb.com/title/tt9597404/?ref_=adv_li_tt
Infieles,Comedy,2019,,,Edgar Rocca,,"Vanessa Mendoza,Gonzalo Guerrero,Dairo Piñeres","October 18, 2019 (Venezuela)",,,,,https://www.imdb.com/title/tt12343508/?ref_=adv_li_tt
Ekta,"Horror,Mystery,Thriller",2019,,,G. Suman Reddy,Navneet Kaur Dhillon,"Salil Ankola,Navneet Kaur Dhillon,Avneet Kaur","November 8, 2019 (India)",,10,,,https://www.imdb.com/title/tt8546144/?ref_=adv_li_tt
Mokalik (Mechanic),"Comedy,Drama",2019,,,Kunle Afolayan,,"Tooni Afolayan,Simi Ogunleye,Femi Adebayo","May 31, 2019 (Nigeria)",,7,,,https://www.imdb.com/title/tt10327136/?ref_=adv_li_tt
Camille,"Biography,Drama,War",2019,Not Rated,1h 30m,Boris Lojkine,"Bojina Panayotova,Fiacre Bindala","Nina Meurisse,Fiacre Bindala,Bruno Todeschini","October 16, 2019 (France)",Canal+,4,,,https://www.imdb.com/title/tt9678892/?ref_=adv_li_tt
An Anthology of Fellings,Drama,2019,,,Rizal Mantovani,,"Herjunot Ali,Carissa Perusset,Refal Hady","February 14, 2019 (Indonesia)",,5,,,https://www.imdb.com/title/tt9558276/?ref_=adv_li_tt
Canadian Strain,Comedy,2019,R,1h 19m,Geordie Sabbagh,Thom Allison,"Jess Salgueiro,Thom Allison,Benjamin Ayres","April 3, 2020 (Canada)",,62,,,https://www.imdb.com/title/tt8854384/?ref_=adv_li_tt
Misteri Dilaila,"Horror,Thriller",2019,,,Syafiq Yusof,,"Zul Ariffin,Elizabeth Tan,Rosyam Nor","February 21, 2019 (Malaysia)",,5,,,https://www.imdb.com/title/tt9820594/?ref_=adv_li_tt
Golden Mouth,"Crime,Drama",2019,,,Daniel Filho,,"Marcos Palmeira,Malu Mader,Lorena Comparato","November 12, 2020 (Brazil)",,1,,,https://www.imdb.com/title/tt8194038/?ref_=adv_li_tt
Midday Event: Trace of Blood,"Action,Drama,History",2019,,,Mohammad Hossein Mahdavian,,"Javad Ezati,Hadi Hejazifar,Behnoosh Tabatabaei","September 25, 2019 (Iran)",,4,,,https://www.imdb.com/title/tt9816970/?ref_=adv_li_tt
Qw,Drama,2019,TV-PG,167h 42m,Ibrahim Hamdan,,,"August 22, 2019 (San Marino)",,,,,https://www.imdb.com/title/tt10844900/?ref_=adv_li_tt
The Japon,"Adventure,Comedy",2019,TV-PG,1h 31m,Álvaro Díaz Lorenzo,"Cristóbal Garrido,María León","Dani Rovira,María León,Antonio Dechent","June 28, 2019 (Spain)",DLO Producciones,7,,,https://www.imdb.com/title/tt7858496/?ref_=adv_li_tt
Sister,Drama,2019,,,Svetla Tsotsorkova,"Svetla Tsotsorkova,Svetlana Yancheva","Monika Naydenova,Svetlana Yancheva,Assen Blatechki","October 7, 2020 (France)",Omega Films,8,,,https://www.imdb.com/title/tt11041136/?ref_=adv_li_tt
The Teacher,"Drama,Romance",2019,,,Ming-Lang Chen,,"Oscar Chiu,Chin-Hao Chang,Tzu-hua Ho","December 6, 2019 (Taiwan)",,3,,,https://www.imdb.com/title/tt11070412/?ref_=adv_li_tt
Mystified,"Adventure,Fantasy",2019,,,Mark A. Reyes,,"Iza Calzado,Sunshine Dizon,Diana Zubiri","March 29, 2019 (Philippines)",,,,,https://www.imdb.com/title/tt10050274/?ref_=adv_li_tt
VIP Gadhav,Comedy,2019,,,Sanjay Patil,Priyanka Chikhale,,"September 13, 2019 (India)",,1,,,https://www.imdb.com/title/tt10948286/?ref_=adv_li_tt
Benefited,Drama,2019,,,Clare McCann,,"Clare McCann,Ryan Bown,Shalane Connors","November 27, 2020 (United States)",,,,,https://www.imdb.com/title/tt7107436/?ref_=adv_li_tt
Dulce Familia,"Action,Comedy,Family",2019,TV-14,1h 41m,Nicolás López,"Coca Gómez,Regina Blandón","Paz Bascuñán,Regina Blandón,Fernanda Castillo","May 10, 2019 (Mexico)",,2,,,https://www.imdb.com/title/tt9880982/?ref_=adv_li_tt
Maledicto,Horror,2019,,,Mark Meily,,"Tom Rodriguez,Jasmine Curtis-Smith,Liza Lorena","May 1, 2019 (Philippines)",Unitel Productions,2,,,https://www.imdb.com/title/tt10224808/?ref_=adv_li_tt
No Ordinary Love,"Romance,Thriller",2019,,,Chyna Robinson,Lynn Andrews III,"DeAna Davis,Lynn Andrews III,April Hartman","May 19, 2019 (United States)",,12,,,https://www.imdb.com/title/tt9630868/?ref_=adv_li_tt
I Love You,Drama,2019,,,Lukas Colombo,"J Love,Glen Ratcliffe","Victoria Rowell,Glen Ratcliffe,J. Love","November 6, 2019 (United States)",Revolution Media,,,,https://www.imdb.com/title/tt3074856/?ref_=adv_li_tt
Bloody Marie,"Action,Drama",2019,,,Lennert Hillege,"Guido van Driel,Guido van Driel,Dragos Bucur","Susanne Wolff,Dragos Bucur,Alexia Lestiboudois","November 1, 2019 (United States)",Vrijzinnig Protestantse Radio Omroep (VPRO),2,,,https://www.imdb.com/title/tt7972468/?ref_=adv_li_tt
Vai,Drama,2019,,,Becs Arahanga,"Amberley Jo Aumua,Amberley Jo Aumua,Ar-Ramadi Longopoa","Ro Mereani Adi Tuimatanisiga,Ar-Ramadi Longopoa,Betsy Lania Luitolo","August 27, 2019 (United States)",,4,,,https://www.imdb.com/title/tt8647376/?ref_=adv_li_tt
Wallflower,"Crime,Drama,Music",2019,R,1h 24m,Jagger Gravning,"John W. Comerford,Atsuko Okatsuka","David Call,Atsuko Okatsuka,Conner Marx","October 4, 2019 (United States)",,7,,,https://www.imdb.com/title/tt6983908/?ref_=adv_li_tt
377 AbNormal,Drama,2019,,,Faruk Kabir,"Siddharth Mishra,Shashank Arora","Muntazir Ahmad,Shashank Arora,Mohd. Zeeshan Ayyub","March 19, 2019 (India)",,5,,,https://www.imdb.com/title/tt10118064/?ref_=adv_li_tt
Scales,"Drama,Mystery",2019,,,Shahad Ameen,Fatima Al Taei,"Basima Hajjar,Fatima Al Taei,Yagoub Alfarhan","July 9, 2021 (United States)",The Imaginarium,6,,,https://www.imdb.com/title/tt6872846/?ref_=adv_li_tt
Art of Deception,"Action,Drama,Thriller",2019,,,Richard Ryan,,"Anzu Lawson,Rich Paul,Keenan Johnston","January 22, 2019 (United States)",,24,,,https://www.imdb.com/title/tt1754316/?ref_=adv_li_tt
Charlie Chaplin 2,Comedy,2019,,,Sakthi Chidambaram,Prabhu,"Prabhu Deva,Prabhu,Nikki Galrani","January 24, 2019 (United States)",,4,,,https://www.imdb.com/title/tt7616754/?ref_=adv_li_tt
Seizure,Crime,2019,,,Rune Denstad Langlo,,"Anders Baasmo,Anders Danielsen Lie,Selome Emnetu","October 31, 2019 (Norway)",,2,,,https://www.imdb.com/title/tt10913076/?ref_=adv_li_tt
Kalidasa Kannada Meshtru,Drama,2019,,,Kaviraj,,,"November 22, 2019 (India)",,26,,,https://www.imdb.com/title/tt11273904/?ref_=adv_li_tt
Kurukshetra,"History,War",2019,,,Naganna,"Muniratna Naidu,Ambarish","Darshan Thoogudeep,Ambarish,V. Ravichandran","August 9, 2019 (United States)",Vrushabhadri Productions,65,,,https://www.imdb.com/title/tt7968456/?ref_=adv_li_tt
Reunion,"Comedy,Romance",2019,,,Niki Iliev,,"Niki Iliev,Bashar Rahal,Stefan Danailov","October 18, 2019 (Bulgaria)",Silverlight Pictures,9,,,https://www.imdb.com/title/tt10790396/?ref_=adv_li_tt
Beyond Fury,Action,2019,,,Darren Ward,,"Dani Thompson,Giovanni Lombardo Radice,Jeff Stewart","December 10, 2021 (Italy)",,10,,,https://www.imdb.com/title/tt1757685/?ref_=adv_li_tt
Anne of Green Gables,"Comedy,Drama",2019,,,Alexandra Coyne,,"Kathryn Bellamy,Dylan Duff,Emmalee Cameron","December 15, 2019 (Canada)",,,,,https://www.imdb.com/title/tt11690994/?ref_=adv_li_tt
Setters,Thriller,2019,,,Ashwini Chaudhary,"Vikash Mani,Aftab Shivdasani","Shreyas Talpade,Aftab Shivdasani,Sonnalli Seygall","May 3, 2019 (India)",,7,,,https://www.imdb.com/title/tt9239772/?ref_=adv_li_tt
Chandro ka Devar,"Family,Drama,Comedy",2019,,,Uttar Kumar,,,"August 22, 2019 (India)",,,,,https://www.imdb.com/title/tt11474922/?ref_=adv_li_tt
Mont Foster,"Drama,Mystery",2019,,,Louis Godbout,,"Maxime Allard,Marilou Beaulieu,Bobby Beshro",October 2019 (Brazil),,1,,,https://www.imdb.com/title/tt9480146/?ref_=adv_li_tt
Welcome to My World,Drama,2019,,,Darrell Smith,,,,,,,,https://www.imdb.com/title/tt21210052/?ref_=adv_li_tt
Avicii Tribute Concert: In Loving Memory of Tim Bergling,Music,2019,,,Johan Bjerkelund,,,"December 5, 2019 (United States)",Anna&Paul&Co,1,,,https://www.imdb.com/title/tt11544236/?ref_=adv_li_tt
Ivana the Terrible,Drama,2019,,,Ivana Mladenovic,,"Ivana Mladenovic,Anca Pop,Andrei Dinescu","April 30, 2022 (United Kingdom)",Centrul National al Cinematografiei (CNC),1,,,https://www.imdb.com/title/tt10452814/?ref_=adv_li_tt
Black Mamba,"Action,Horror",2019,,,William Lee,,"Dawna Lee Heising,Gloria Bishop,Max Soliz","September 17, 2019 (United States)",,2,,,https://www.imdb.com/title/tt7121652/?ref_=adv_li_tt
Gradation,Drama,2019,,,Mike Breyer,Lynne Newton,"Mike Breyer,Lynne Newton,Dwight Turner","September 1, 2019 (United States)",,4,,,https://www.imdb.com/title/tt4711792/?ref_=adv_li_tt
Once Upon a Time in Bethlehem,"Adventure,Comedy,Fantasy",2019,,,Salvatore Ficarra,"Valentino Picone,Valentino Picone,Valentino Picone","Salvatore Ficarra,Valentino Picone,Massimo Popolizio","December 12, 2019 (Italy)",Banca Sella,1,,,https://www.imdb.com/title/tt10480532/?ref_=adv_li_tt
Donbass. Okraina,War,2019,,,Renat Davletyarov,,"Gela Meskhi,Evgeniy Mikheev,Sergey Kholmogorov","June 12, 2019 (Russia)",,4,,,https://www.imdb.com/title/tt10504928/?ref_=adv_li_tt
Janamaithri,Comedy,2019,Not Rated,2h 2m,John Manthrickal,"James Sebastian,Sabumon Abdusamad","Saiju Kurup,Sabumon Abdusamad,Indrans","August 7, 2019 (United States)",,15,,,https://www.imdb.com/title/tt10504752/?ref_=adv_li_tt
Purbo Poschim Dokkhin Uttor Ashbei,Thriller,2019,,,Raajhorshee De,,"Paran Banerjee,Daminee Benny Basu,Aryann Bhowmick",November 2019 (India),,,,,https://www.imdb.com/title/tt10244544/?ref_=adv_li_tt
Tower of Silence,Fantasy,2019,,,Erik Flynn Patton,Brandon Tyler Harris,"Jenny Sterlin,Brandon Tyler Harris,Taylor Rose","December 3, 2019 (United States)",,9,,,https://www.imdb.com/title/tt4600300/?ref_=adv_li_tt
Kobbari Matta,Comedy,2019,,,Rupak Ronaldson,Ajay,"Devaki Aacharya,Ajay,Anjineyulu","August 14, 2019 (United States)",,5,,,https://www.imdb.com/title/tt10081116/?ref_=adv_li_tt
A Frenchman,"Drama,History",2019,,,Andrey Smirnov,,"Anton Rival,Evguenya Obraztsova,Evgeniy Tkachuk","June 16, 2019 (Russia)",,3,,,https://www.imdb.com/title/tt10124714/?ref_=adv_li_tt
Romy's Salon,Drama,2019,,,Mischa Kamp,,"Vita Heijmen,Beppie Melissen,Noortje Herlaar","October 2, 2019 (Netherlands)",,3,,,https://www.imdb.com/title/tt7865162/?ref_=adv_li_tt
Space Princess,Comedy,2019,,,John Percy Lasher,,"Samantha Simpson,Jeff Lacey,John Percy Lasher","November 28, 2019 (United States)",,2,,,https://www.imdb.com/title/tt11132278/?ref_=adv_li_tt
Shoot at Sight,"Action,Drama",2019,Not Rated,2h 16m,Ramprakash Rayappa,Suseenthiran,"Mysskin,Suseenthiran,Vikranth","June 14, 2019 (India)",,8,,,https://www.imdb.com/title/tt8011308/?ref_=adv_li_tt
Someone Somewhere,Drama,2019,Not Rated,1h 22m,Hannu Aukia,"Jaakko Manninen,Obada Adnan","Jessica Abrams,Obada Adnan,David Aranovich","April 24, 2020 (United States)",,1,,,https://www.imdb.com/title/tt5105980/?ref_=adv_li_tt
Mahasiswi Baru,"Comedy,Drama",2019,Unrated,1h 36m,Monty Tiwa,,"Widyawati,Morgan Oey,Mikha Tambayong","August 8, 2019 (Indonesia)",,2,,,https://www.imdb.com/title/tt10633542/?ref_=adv_li_tt
Eleven Eleven,Sci-Fi,2019,,,Keith Arem,,"Paul-Mikél Williams,Enuka Okuma,Necar Zadegan","March 11, 2019 (United States)",Iconic Engine,,,,https://www.imdb.com/title/tt9750288/?ref_=adv_li_tt
12 Days with God,Drama,2019,,,John Ginty,,"Clare Lopez,Sonia Conlin,Laura Stisser","August 2, 2019 (United States)",,1,,,https://www.imdb.com/title/tt6976454/?ref_=adv_li_tt
Nakkama,Comedy,2019,,,Avinash Gaurav,,"Prapti Ajwalia,Swati Dave,Akhil Kotak","February 22, 2019 (India)",,,,,https://www.imdb.com/title/tt9675230/?ref_=adv_li_tt
Aren't You Happy?,"Biography,Comedy,Drama",2019,,,Susanne Heinrich,Nicolai Borger,"Marie Rathscheck,Nicolai Borger,Malte Bündgen","June 27, 2019 (Germany)",,4,,,https://www.imdb.com/title/tt6353076/?ref_=adv_li_tt
Bathroom Stalls & Parking Lots,"Comedy,Drama",2019,,,Thales Corrêa,"Izzy Palazzini,Izzy Palazzini","Thales Corrêa,Izzy Palazzini,Oscar Mansky","March 30, 2019 (United States)",Thales Corrêa,2,,,https://www.imdb.com/title/tt8703884/?ref_=adv_li_tt
Crypsis,Horror,2019,,,Paul Anthony Rogers,Anthony Hoang,"Eddie Nason,Anthony Hoang,Michael Armata","February 11, 2019 (United Kingdom)",,15,,,https://www.imdb.com/title/tt10986394/?ref_=adv_li_tt
Amar,"Action,Drama,Romance",2019,,,Nagashekar,Tanya Hope,"Abishek Ambareesh,Tanya Hope,Devaraj","May 31, 2019 (India)",,11,,,https://www.imdb.com/title/tt9626774/?ref_=adv_li_tt
Professor Shanku O El Dorado,Drama,2019,Not Rated,1h 30m,Sandip Ray,"Sandip Ray,Ashoke Barman","Raneth Tomas Barbosa,Ashoke Barman,Sadhan Bhattacharya","December 1, 2019 (India)",,20,,,https://www.imdb.com/title/tt8364102/?ref_=adv_li_tt
Dedicada A Mi Ex,Comedy,2019,TV-PG,1h 34m,Jorge Ulloa,"Patricio Saiz,Alina Lozano","Mariana Treviño,Alina Lozano,Carlos Alcántara","November 7, 2019 (Colombia)",,2,,,https://www.imdb.com/title/tt5869370/?ref_=adv_li_tt
On the Corner of Ego and Desire,Comedy,2019,,,Alex Ferrari,Richard Botto,"Rob Alicea,Richard Botto,Adam Bowman","May 25, 2019 (United States)",,26,,,https://www.imdb.com/title/tt8140328/?ref_=adv_li_tt
Bloodlust Beauty,Horror,2019,,,Anggy Umbara,,"Indah Permatasari,Arifin Putra,Randy Pangalila","December 26, 2019 (Indonesia)",,1,,,https://www.imdb.com/title/tt11067190/?ref_=adv_li_tt
My Bossy Girl,"Comedy,Romance",2019,,,Jang-Hee Lee,,"Elliya Lee,Il-Joo Ji,Jeong-min Heo","December 4, 2019 (South Korea)",,10,,,https://www.imdb.com/title/tt11381218/?ref_=adv_li_tt
The Son,Drama,2019,,,Ines Tanovic,,"Dino Bajrovic,Snezana Bogdanovic,Uliks Fehmiu","October 16, 2021 (Hungary)",,5,,,https://www.imdb.com/title/tt10665234/?ref_=adv_li_tt
Gold Statue,"Adventure,Comedy,Drama",2019,,,Tade Ogidan,,"Motunrayo Adeyemi,Kemi Afolabi,Gabriel Afolayan",,,3,,,https://www.imdb.com/title/tt10377292/?ref_=adv_li_tt
Where Is The Venkatalakshmi,"Comedy,Horror",2019,,,Kishore Kumar,"Krishna Kishore,Ananth","Raai Laxmi,Ananth,Annapoorna","March 15, 2019 (India)",,2,,,https://www.imdb.com/title/tt9482402/?ref_=adv_li_tt
CartoonMania: The Movie,"Animation,Action,Comedy",2019,Not Rated,1h 37m,Matthew Littlemore,,"Jane C.S.,Mike Devoe,Fly Discopal","September 20, 2019 (United States)",,1,,,https://www.imdb.com/title/tt12768912/?ref_=adv_li_tt
Pacarrete,"Comedy,Drama",2019,,,Allan Deberton,"Samuel Brasileiro,João Miguel","Marcelia Cartaxo,João Miguel,Zezita Matos","November 26, 2020 (Brazil)",,2,,,https://www.imdb.com/title/tt5622284/?ref_=adv_li_tt
Lonely Hearts,Horror,2019,,,Jessica Hunt,,"Martin W. Payne,Sue Dawes,Chris Mills","January 19, 2019 (United Kingdom)",,5,,,https://www.imdb.com/title/tt7302296/?ref_=adv_li_tt
Derelict,"Action,Drama,Mystery",2019,,,Marcos Soriano,,"Malik Stalbert,Anna Lamadrid,John Malone","October 26, 2019 (United States)",,5,,,https://www.imdb.com/title/tt8991794/?ref_=adv_li_tt
Fishy,"Sci-Fi,Thriller",2019,,,Tim Alazraki,,,"November 2, 2019 (France)",,,,,https://www.imdb.com/title/tt8815472/?ref_=adv_li_tt
The Extraordinary Ordinary,Drama,2019,,,Natalie Rodriguez,Maddison Bullock,"John Posey,Maddison Bullock,Ana Marte","August 28, 2020 (United States)",,30,,,https://www.imdb.com/title/tt6048070/?ref_=adv_li_tt
Premwaari,Drama,2019,,,Rajendra Kachru Gaikwad,"Shriprasad Pawar,Rajendra Kachru Gaikwad","Abhijeet Chavan,Rajendra Kachru Gaikwad,Bharat Ganeshpure","February 8, 2019 (India)",,17,,,https://www.imdb.com/title/tt9581704/?ref_=adv_li_tt
Hurt by Paradise,Drama,2019,,,Greta Bellamacina,,"Greta Bellamacina,Sadie Brown,Nicholas Rowe","September 18, 2020 (United Kingdom)",,2,,,https://www.imdb.com/title/tt6531890/?ref_=adv_li_tt
Shapludu (Bengali),"Crime,Thriller",2019,,,Golam Sohrab Dodul,,"Arifin Shuvo,Bidya Sinha Saha,Zahid Hasan","October 25, 2019 (United States)",,14,,,https://www.imdb.com/title/tt10984586/?ref_=adv_li_tt
Siege on Liperti Street,"Action,Drama,Thriller",2019,,,Stavros Pamballis,,"Constantine Markoulakis,Daphne Alexander,Niovi Charalampous","November 6, 2019 (Greece)",Faliro House Productions,2,,,https://www.imdb.com/title/tt3721474/?ref_=adv_li_tt
Watching This Movie Is a Crime,"Drama,Thriller",2019,,,Reza Zehtabchian,,"Ali Jalilpour,Mahdi Zaminpardaz,Amir Aghaee","January 6, 2021 (Iran)",,7,,,https://www.imdb.com/title/tt9899860/?ref_=adv_li_tt
Solid Gold,"Crime,Drama",2019,,,Jacek Bromski,,"Janusz Gajos,Andrzej Seweryn,Marta Nieradkiewicz","November 29, 2019 (Poland)",Filmoteka Narodowa - Instytut Audiowizualny,1,,,https://www.imdb.com/title/tt10431566/?ref_=adv_li_tt
Matthew Bourne's Romeo and Juliet,Musical,2019,,,Matthew Bourne,Paris Fitzpatrick,,"October 25, 2019 (United Kingdom)",,,,,https://www.imdb.com/title/tt13639672/?ref_=adv_li_tt
Ape Canyon,"Comedy,Drama",2019,,,Joshua Land,Anna Fagan,"Jackson Trent,Anna Fagan,Donny Ness","November 2, 2019 (United States)",,5,,,https://www.imdb.com/title/tt8601612/?ref_=adv_li_tt
The Millions,"Comedy,Crime,Thriller",2019,TV-MA,1h 34m,Tunde Apalowo,"Toka McBaror,Vera Chidera","Toyin Abraham,Vera Chidera,Blossom Chukwujekwu","November 27, 2020 (Poland)",,1,,,https://www.imdb.com/title/tt10912990/?ref_=adv_li_tt
Mystery of the Night,"Fantasy,Horror",2019,,,Adolfo Alix Jr.,,"Solenn Heussaff,Benjamin Alves,Gina Alajar","July 14, 2019 (Canada)",,14,,,https://www.imdb.com/title/tt10686360/?ref_=adv_li_tt
Kings of Mulberry Street,"Comedy,Family",2019,TV-14,1h 27m,Judy Naidoo,,"Aaqil Hoosen,Shaan Nathoo,Amith Sing","June 28, 2019 (South Africa)",,4,,,https://www.imdb.com/title/tt8974576/?ref_=adv_li_tt
Dert Bende,Comedy,2019,,,Berat Özdogan,,"Ümit Kantarcilar,Jessica May,Onur Dilber","October 4, 2019 (Turkey)",,1,,,https://www.imdb.com/title/tt10783920/?ref_=adv_li_tt
Irupathiyonnaam Noottaandu,"Action,Adventure,Drama",2019,,,Arun Gopy,Rachel David,"Pranav Mohanlal,Rachel David,Abhishek Raveendran","January 25, 2019 (India)",,18,,,https://www.imdb.com/title/tt8091652/?ref_=adv_li_tt
Deceitful Passions,Drama,2019,,,Brandon Cornett,"Renika McQueen,Kristin Clarke","Deborah Chenault-Green,Kristin Clarke,Crystal Foster","June 8, 2019 (United States)",,6,,,https://www.imdb.com/title/tt9280666/?ref_=adv_li_tt
Dark Blue,Drama,2019,,,Corey Piper,,"Jeff Lang,Emma Beech,Derek Crawford","May 9, 2019 (Australia)",,,,,https://www.imdb.com/title/tt10214900/?ref_=adv_li_tt
Aatakkuntu Lekkakkilla,"Drama,Horror,Mystery",2019,,,Ram .J. Chandra,Achyuth Kumar,,"September 27, 2019 (India)",,4,,,https://www.imdb.com/title/tt11000080/?ref_=adv_li_tt
Saavat,"Crime,Drama,Thriller",2019,,,Saurabh Sinha,"Ashutosh Walkar,Shitanshu Sharad","Smita Tambe,Shitanshu Sharad,Milind Shirole","April 5, 2019 (India)",,10,,,https://www.imdb.com/title/tt7798984/?ref_=adv_li_tt
Mondo Psychedelia,Music,2019,,,Jared Masters,,"Sydney Ray,Paige Dugan,Clarissa Sturges","July 25, 2019 (United States)",Frolic Pictures,,,,https://www.imdb.com/title/tt8430624/?ref_=adv_li_tt
The Lonesome Trail,"Family,Western",2019,,,Arlette Thomas-Fletcher,,"Johnny Alonso,Kelly Schwartz,Dan Verkman","May 3, 2019 (United States)",,2,,,https://www.imdb.com/title/tt3571928/?ref_=adv_li_tt
Uncovered,Action,2019,,,Zuko Nodada,,"Robert Hobbs,S'Thandiwe Kgoroge,Nqobile Khumalo","August 12, 2019 (South Africa)",,1,,,https://www.imdb.com/title/tt12499674/?ref_=adv_li_tt
All Against All,"Drama,Thriller",2019,,,Andrej Kosak,,"Vlado Novák,Silva Cusin,Aleksandra Balmazovic","September 23, 2019 (Slovenia)",Motion,,,,https://www.imdb.com/title/tt10602144/?ref_=adv_li_tt
Alem-i Cin 2,Horror,2019,,,Özgür Bakar,"Alper Kivilcim,Bekir Behrem","Ali Kaan Serez,Bekir Behrem,Savas Barutçu","May 3, 2019 (Turkey)",,1,,,https://www.imdb.com/title/tt10046236/?ref_=adv_li_tt
The Moneychanger,"Comedy,Drama",2019,,,Federico Veiroj,"Martín Mauregui,Dolores Fonzi","Daniel Hendler,Dolores Fonzi,Luis Machín","September 26, 2019 (Argentina)",Pandora Filmproduktion,1,,,https://www.imdb.com/title/tt10298454/?ref_=adv_li_tt
Far from the Apple Tree,Fantasy,2019,,,Grant McPhee,Sorcha Groundsell,"Margaret Fraser,Sorcha Groundsell,Victoria Liddelle","May 4, 2019 (United Kingdom)",,2,,,https://www.imdb.com/title/tt6910670/?ref_=adv_li_tt
The Singer,"Comedy,Drama,Music",2019,,,Mostafa Kiayee,,"Ziba Hajian,Parviz Parastui,Elnaz Shakerdoost","November 6, 2019 (Iran)",Karen Film,16,,,https://www.imdb.com/title/tt11296132/?ref_=adv_li_tt
This Is Cristina,Drama,2019,,,Gonzalo Maza,,"Mariana Derderián,Paloma Salas,Roberto Farías","June 13, 2019 (Chile)",,,,,https://www.imdb.com/title/tt8912128/?ref_=adv_li_tt
Mother's Lover 2,Romance,2019,,,Kim Ji-Soo,,,"March 8, 2019 (South Korea)",,,,,https://www.imdb.com/title/tt12945094/?ref_=adv_li_tt
i-Mania,Horror,2019,,,Aytekin Birkon,,"Yeliz Akkaya,Emre Baser,Nicholas Facey","June 14, 2019 (Turkey)",,5,,,https://www.imdb.com/title/tt10270114/?ref_=adv_li_tt
The Voice,Drama,2019,,,Ognjen Svilicic,,"Goran Bogdan,Klara Mucci,Simun Situm","October 3, 2019 (South Korea)",Biberche,2,,,https://www.imdb.com/title/tt8230080/?ref_=adv_li_tt
Enclosure,,2019,,,Rachel Rose,,"Susannah Perkins,T. Ryder Smith,Graydon Yosowitz",2022 (United States),,,,,https://www.imdb.com/title/tt14589556/?ref_=adv_li_tt
Dearest Anita,Biography,2019,,,Clifton Ko,,"Yuki Fong,Elvina Kong,Sonija Kwok","August 25, 2020 (China)",,1,,,https://www.imdb.com/title/tt9581518/?ref_=adv_li_tt
Mom Squad,"Comedy,Drama",2019,,,Charlotte Sachs Bostrup,,"Danica Curcic,Anders W. Berthelsen,Julie Agnete Vang","February 7, 2019 (Denmark)",FilmFyn,1,,,https://www.imdb.com/title/tt8846758/?ref_=adv_li_tt
The Clock: Spirits Awakening,Horror,2019,,,Leak Lyda,"Leak Lyda,Nov Dana","Sorn Piseth,Nov Dana,Yem Sreypich","November 21, 2019 (Cambodia)",,5,,,https://www.imdb.com/title/tt11172726/?ref_=adv_li_tt
Sestrenka,"Drama,Family,War",2019,,,Aleksandr Galibin,"Mustai Karim,Marta Kessler","Arslan Krymchurin,Marta Kessler,Usuf Rakhmetov","September 19, 2019 (Russia)",,2,,,https://www.imdb.com/title/tt10366806/?ref_=adv_li_tt
"Memories to Choke On, Drinks to Wash Them Down","Comedy,Drama",2019,,,Ming-Kai Leung,,"Cheok Mei Leong,Mia Mungil,Zeno Koo","September 5, 2020 (United States)",,2,,,https://www.imdb.com/title/tt12554566/?ref_=adv_li_tt
Al Acecho,Thriller,2019,,,Francisco D'Eufemia,,"Facundo Aquinos,Belén Blanco,Rodrigo de la Serna","October 13, 2019 (China)",,4,,,https://www.imdb.com/title/tt11287390/?ref_=adv_li_tt
Ennaval,Romance,2019,,,Saran Z.,,"C. Kumaresan,Sangeeta Krishnasamy,Vasanth Sarna","September 26, 2019 (Malaysia)",,1,,,https://www.imdb.com/title/tt11024142/?ref_=adv_li_tt
