title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
The Moon Is a Hologram,"Comedy,Horror,Sci-Fi",2022,,,Selene Kapsaski,,"Ciaron Davies,Rahel Kapsaski,Ross Heath",2022 (United Kingdom),,,,,https://www.imdb.com/title/tt13487430/?ref_=adv_li_tt
Bem-vinda a Quixeramobim,Comedy,2022,,,Halder Gomes,,"Monique Alfradique,Max Petterson,Edmilson Filho","October 13, 2022 (Brazil)",Globo Filmes,,,,https://www.imdb.com/title/tt18573106/?ref_=adv_li_tt
The Future of Us,Sci-Fi,2022,,,Samuel L. Pierce,,"Samuel L. Pierce,Karl Anderson,Armaan Khanuja","April 15, 2022 (United States)",,8,,,https://www.imdb.com/title/tt19718296/?ref_=adv_li_tt
Express,"Comedy,Drama",2022,,,Ruslan Bratov,,"Artur Khatagov,Mikhail Khuranov,Pavel Vorozhtsov","September 22, 2022 (Russia)",,,,,https://www.imdb.com/title/tt21105576/?ref_=adv_li_tt
The Last Prank,Thriller,,,,Indrajeet Dawande,,"Vicky Arora,Sandeep Bhojak,Mahima Gupta","August 30, 2022 (India)",,,,,https://www.imdb.com/title/tt21272560/?ref_=adv_li_tt
Living 4 the Weekend: BluVonte,Drama,2022,TV-MA,1h 34m,Corey Knott,Ryan Kennedy,,"June 3, 2022 (United States)",,,,,https://www.imdb.com/title/tt20852992/?ref_=adv_li_tt
Spider-Man: Final Swing,Action,2022,,,Cameron Dodd,,"Andrew Bee,Mark Ricci,Cheryl De Luca","November 1, 2022 (United States)",,,,,https://www.imdb.com/title/tt8390388/?ref_=adv_li_tt
White Crow,"Action,Thriller",2022,,,George Threadgold,,"Julian Gamm,Hannah Al Rashid,Andrew Rolfe",2022 (United Kingdom),,,,,https://www.imdb.com/title/tt14596750/?ref_=adv_li_tt
El Sacrificio,Horror,2022,,,Alberto Serra,,"Freddy D'Elia,Stella Lauri,Adrian Mora","July 28, 2022 (Panama)",,,,,https://www.imdb.com/title/tt21187896/?ref_=adv_li_tt
Bite the Ground,Western,2022,,,Christopher Sheffield,,,"December 6, 2022 (United States)",,,,,https://www.imdb.com/title/tt18257242/?ref_=adv_li_tt
Spears,"Mystery,Thriller",2022,,,Gerard Lough,Bobby Calloway,"Aidan O'Sullivan,Bobby Calloway,Nigel Brennan","May 19, 2022 (United States)",,7,,,https://www.imdb.com/title/tt7749282/?ref_=adv_li_tt
Obratimaya realnost,"Sci-Fi,Thriller",2022,,,Dmitriy Konstantinov,,"Evgeniy Antropov,Pavel Chinaryov,Evgeniya Dmitrieva","April 14, 2022 (Russia)",,,,,https://www.imdb.com/title/tt14850514/?ref_=adv_li_tt
The Hag Witch,Horror,2022,,,Sam Hodge,,"Andrew Divoff,Shawn C. Phillips,Eileen Dietz","October 21, 2022 (United States)",,1,,,https://www.imdb.com/title/tt13812880/?ref_=adv_li_tt
La Jefa De La Plaza,"Action,Adventure,Crime",2022,,,Mariano Alvarez,"Vianey Huizar,Luis Huizar,Vianey Huizar,Luis Huizar","Vianey Huizar,Luis Huizar,Emilio Montiel","August 26, 2022 (United States)",,,,,https://www.imdb.com/title/tt21662476/?ref_=adv_li_tt
Climbing Life,Drama,,,,,,,,,,,,https://www.imdb.com/title/tt12447898/?ref_=adv_li_tt
New West,Comedy,2022,,,Jordan Mears,,"Zach Keast,Mike Brabender,Byron Taylor","August 25, 2022 (United States)",,,,,https://www.imdb.com/title/tt21479814/?ref_=adv_li_tt
AURORA 663,"Action,Drama,Thriller",2022,,,Don Dingas,James DiFonzo,"Don Dingas,James DiFonzo,Jillian Hitchcock","August 8, 2022 (United States)",,,,,https://www.imdb.com/title/tt13818610/?ref_=adv_li_tt
Manifest: The Interview,Drama,2022,,,Carleton King,,"Carleton King,Naomi Taylor,Keith Trent",2022 (United States),,,,,https://www.imdb.com/title/tt20453612/?ref_=adv_li_tt
Street smart,Drama,2022,,,Erez Tadmor,,"Roy Assaf,Ornella Bess,Tikva Dayan",2022 (Israel),ZOA Films,,,,https://www.imdb.com/title/tt12612112/?ref_=adv_li_tt
Mult v kino. Vypusk # 144,Animation,2022,,,Elena Filippik,,,"June 18, 2022 (Russia)",,,,,https://www.imdb.com/title/tt19758286/?ref_=adv_li_tt
Prisoner C33,Drama,2022,,,Trevor Nunn,,,"May 1, 2022 (United Kingdom)",,,,,https://www.imdb.com/title/tt20868632/?ref_=adv_li_tt
The Monster Mash,Horror,2022,,,Kevin Losani,"Richard Terrasi,Richard Terrasi,Michael Gentile","Justina Valentine,Michael Gentile,Jody Pucello",2022 (United States),,,,,https://www.imdb.com/title/tt20117176/?ref_=adv_li_tt
Darling,Drama,2022,,,Mandy Mills,,,"March 23, 2022 (United States)",,,,,https://www.imdb.com/title/tt15744322/?ref_=adv_li_tt
Pullu Rising,Fantasy,2022,,,Amal Noushad,,"Hariprasad Gopinathan,Binu K. Prakash,Chithra Prasad",January 2022 (India),,,,,https://www.imdb.com/title/tt18989934/?ref_=adv_li_tt
Gjirokastra,Drama,2022,,,Yuriy Arabov,,"Besmir Bitraku,Polina Grishina,Loredana Gjeci","May 1, 2022 (Russia)",SAGa,,,,https://www.imdb.com/title/tt11646944/?ref_=adv_li_tt
Goodbye Stranger,"Comedy,Drama,Music",2022,,,Aaron Rookus,,"Martijn Lakemeier,Claire Bender,Jesse Mensah","August 25, 2022 (Netherlands)",,,,,https://www.imdb.com/title/tt13153882/?ref_=adv_li_tt
Milosc jest blisko,"Comedy,Romance",2022,,,Radoslaw Dunaszewski,,"Wojciech Solarz,Weronika Ksiazkiewicz,Olga Boladz","February 11, 2022 (Poland)",,,,,https://www.imdb.com/title/tt16757706/?ref_=adv_li_tt
Tangled Sing-Along,Musical,2022,,,Nathan Greno,,"M.C. Gainey,Delaney Rose Stein,Nathan Greno","August 19, 2022 (United States)",,,,,https://www.imdb.com/title/tt21616602/?ref_=adv_li_tt
Me Little Me,Drama,2022,,,Elizabeth Ayiku,,"A'Keyah Dasia Williams,Shamar Philippe,Tamir Elbassir","March 12, 2022 (United States)",,,,,https://www.imdb.com/title/tt8876132/?ref_=adv_li_tt
Meteoros,Thriller,2022,,,Luis Carone,,"Matheus Pavoski,Vinícius Beu,Cyria Coentro",2022 (Brazil),,,,,https://www.imdb.com/title/tt20196652/?ref_=adv_li_tt
Love You Papa,Family,2022,,,Akhil Kotak,,"Akhil Kotak,Prapti Ajwalia,Jitendra Thakkar","June 17, 2022 (India)",,,,,https://www.imdb.com/title/tt20913764/?ref_=adv_li_tt
Victor,Thriller,2022,,,Sudipto Sarkar,,"Manoj Anand,Amit Sadh,Atul Sharma",2022 (United Kingdom),,,,,https://www.imdb.com/title/tt3793544/?ref_=adv_li_tt
Sexy Time 2,Horror,2022,,,James Balsamo,,"James Balsamo,Alana Dro,Ken May","January 11, 2022 (United States)",,,,,https://www.imdb.com/title/tt16350852/?ref_=adv_li_tt
Abduction of the Fourth Kind,"Drama,Sci-Fi",2022,,,Brett Wilson Sr.,,"Jonathan Joss,Sai Piña,Nickwolff Quintana","March 29, 2022 (United States)",,1,,,https://www.imdb.com/title/tt15040492/?ref_=adv_li_tt
Pe'ahi,Sport,2022,,,Etienne Aurelius,Alex Mortensen,,"July 10, 2022 (United States)",,,,,https://www.imdb.com/title/tt21149876/?ref_=adv_li_tt
English Outlaw: The Story of Dick Turpin,Drama,2022,,,Bob Jordan,,"Carl Wharton,Jim Main,Guillaume Rivaud","December 13, 2022 (United States)",,,,,https://www.imdb.com/title/tt9296564/?ref_=adv_li_tt
Red Light,"Action,Crime,Drama",2022,,,LaVeta Cameron,,"Robert Benn,Tony Devon,Christan Ramos",2022 (United States),,,,,https://www.imdb.com/title/tt15180706/?ref_=adv_li_tt
Finding Carlos,"Drama,Family,Music",2022,,,Lance McDaniel,"Melissa Scaramucci,Michael Andreaus","Maximus White,Michael Andreaus,Branjae","February 18, 2022 (United States)",,,,,https://www.imdb.com/title/tt13408950/?ref_=adv_li_tt
The Christmas Spirit,"Action,Comedy,Crime",2022,,,Bennet De Brabandere,,"Christian Potenza,Matia Jackett,Nicolas Grimes",2022 (Canada),,,,,https://www.imdb.com/title/tt10047464/?ref_=adv_li_tt
Vanocni Pribeh,Comedy,2022,,,Irena Pavlásková,,"Karel Roden,Pierre Richard,Pavel Kríz","November 24, 2022 (Czech Republic)",,,,,https://www.imdb.com/title/tt13974122/?ref_=adv_li_tt
Rascals,Action,2022,,,Jimmy Laporal-Trésor,,"Jonathan Feltre,Angelina Woreth,Missoum Slimani","September 4, 2022 (France)",,,,,https://www.imdb.com/title/tt14994254/?ref_=adv_li_tt
Sunspot,Drama,2022,,,Brian Mihok,,"Ellen Boscov,J Brian,Nick Carlascio","March 1, 2022 (United States)",,2,,,https://www.imdb.com/title/tt17055210/?ref_=adv_li_tt
Mukundan Unni Associates,,2022,,,Abhinav Sunder Nayak,,"Suraj Venjaramoodu,Vineeth Sreenivasan,Salim Kumar","September 2, 2022 (India)",,,,,https://www.imdb.com/title/tt15546822/?ref_=adv_li_tt
Wild Life,Drama,2022,,,Calvin Zimmerman,Lauren Edwards,"Jackson Ark,Lauren Edwards,Thatcher Jacobs","January 1, 2022 (United States)",,2,,,https://www.imdb.com/title/tt18469778/?ref_=adv_li_tt
Moksha,"Crime,Horror,Mystery",2022,,,Samarth Naik,,,"March 4, 2022 (India)",,16,,,https://www.imdb.com/title/tt11143304/?ref_=adv_li_tt
Sudoku'N 2022,Comedy,2022,,,K. Ajayakumar,,"Renji,M.S. Raju,Shoba Narayan","June 24, 2022 (India)",,,,,https://www.imdb.com/title/tt21137264/?ref_=adv_li_tt
Punim plucima,Drama,2022,,,Radislav Jovanov Gonzo,,"Aleksandra Naumov,Rakan Rushaidat,Judita Frankovic","July 20, 2022 (Croatia)",,4,,,https://www.imdb.com/title/tt21317248/?ref_=adv_li_tt
Man,Thriller,2022,,,Tzvi Friedman,,"Jon Peterson,Stacie Brown,Paquito G. Myers",2022 (United States),Breaking Some Eggs,,,,https://www.imdb.com/title/tt11985484/?ref_=adv_li_tt
Project E.1337: ALPHA,"Action,Drama,Sci-Fi",2022,,,Jason L. Wang,,"Shelby Brunn,Michael Vitovich,Stefanie Barber","April 4, 2022 (United States)",,3,,,https://www.imdb.com/title/tt5809726/?ref_=adv_li_tt
Come le Tartarughe,,2022,,,Monica Dugo,,,"September 2, 2022 (Italy)",,,,,https://www.imdb.com/title/tt21379286/?ref_=adv_li_tt
Obsession,Thriller,2022,,,Chidiebere Nwosu,,"Munachi Abii,Mercy Aigbe,Darrell Battle","March 25, 2022 (Nigeria)",,,,,https://www.imdb.com/title/tt16994566/?ref_=adv_li_tt
Bhala Chora Bhala,"Adventure,Drama,Thriller",2022,,,A. Pradeep,"A. Pradeep,Venkatesh Marturu","Khayyum Ali,Venkatesh Marturu,Ram Jagan","August 26, 2022 (India)",,1,,,https://www.imdb.com/title/tt16901072/?ref_=adv_li_tt
"Like Father, Like Daughter",Horror,2022,,,Ken Brewer,,"Traci Burr,Ken Brewer,Doug Waugh",2022 (United States),,,,,https://www.imdb.com/title/tt15527318/?ref_=adv_li_tt
Night Terrors,"Animation,Crime,Mystery",2022,,,Robert Heath,,"Robert Heath,Ben Heath,Mike Wheeler","December 14, 2022 (United States)",,,,,https://www.imdb.com/title/tt14645052/?ref_=adv_li_tt
Alguien que cuide de mí,"Comedy,Drama",2022,,,Daniela Fejerman,,"Aura Garrido,Emma Suárez,Anastasia Achikhmina",2022 (Spain),Movistar+,,,,https://www.imdb.com/title/tt19382276/?ref_=adv_li_tt
Solitary Confinement,Crime,2022,,,Dylan Welter,,"Grayson Low,Earl McWilliams,Josephine Pellow",2022 (United States),,,,,https://www.imdb.com/title/tt15560486/?ref_=adv_li_tt
Low Rollers,"Comedy,Crime",2022,,,Jack Grewar,,"Rebecca Brook,Laurence Ellerker,Emily-Jane Jones","February 10, 2022 (United Kingdom)",,,,,https://www.imdb.com/title/tt15345692/?ref_=adv_li_tt
Al Techaki Li,Drama,2022,,,Roy Gluska,,"Omer Hazan,Taylor Malkov,Raz Mizrachi","March 24, 2022 (Israel)",,,,,https://www.imdb.com/title/tt19364090/?ref_=adv_li_tt
Lily Darling,Romance,2022,,,Stefanie Hubbard,Jake Blakeslee,"Reilly Rose,Jake Blakeslee,Nate Flynn","May 20, 2022 (United States)",Little Dipper Sound,2,,,https://www.imdb.com/title/tt15261550/?ref_=adv_li_tt
Just for a Week,Comedy,2022,,,Michael Jason Allen,Abby Rey,"Chris Robinson,Abby Rey,Mark Speno","August 25, 2022 (United States)",,,,,https://www.imdb.com/title/tt18327620/?ref_=adv_li_tt
Three Blacks and a Jew Walk Into a Bar,Comedy,2022,,,Glenn Cutler,,"Lucy Hammond,K.C. Clyde,Carter W Glade",2022 (United States),,,,,https://www.imdb.com/title/tt8124462/?ref_=adv_li_tt
AM AHA,"Comedy,Drama,Thriller",2022,,,Rajsekhar Aningi,"Janggam Sudhakar,Janggam Sudhakar",,"August 19, 2022 (India)",,,,,https://www.imdb.com/title/tt21627968/?ref_=adv_li_tt
Prey for Me,Horror,2022,,,Remy St. Paul,,"Amanda Nicole Thomas,Sheri Davis,Sheril Rodgers",2022 (United States),,,,,https://www.imdb.com/title/tt3615244/?ref_=adv_li_tt
Bad Men Must Bleed,Western,2022,,,Micah Lyons,,"Isaac C. Singleton Jr.,Conner Floyd,Constance Brenneman","December 1, 2022 (United States)",,,,,https://www.imdb.com/title/tt13594688/?ref_=adv_li_tt
Demonic Christmas Tree,Horror,2022,,,Rhys Waterfield,,"May Kelly,Sarah T. Cohen,Sarah Alexandra Marks","October 2, 2022 (United Kingdom)",,,,,https://www.imdb.com/title/tt16899216/?ref_=adv_li_tt
Lemonade,Comedy,2022,,,Ethan Maniquis,,"Graciella Dietsch,Hony Estrella,Sandy Hernandez","January 27, 2022 (Dominican Republic)",,,,,https://www.imdb.com/title/tt14286000/?ref_=adv_li_tt
Compatible,Drama,2022,,,Patrick Attali,,,"March 23, 2022 (France)",,,,,https://www.imdb.com/title/tt13896170/?ref_=adv_li_tt
Shame,"Horror,Thriller",2022,,,Kayhan Basoglu,,"Ceyhun Mengiroglu,Yagmur Akdag,Övül Özbay","September 23, 2022 (Turkey)",,,,,https://www.imdb.com/title/tt14227658/?ref_=adv_li_tt
Shin jiko bukken/Hontô ni kowai jûnin tachi,Horror,2022,,,Katsumi Sasaki,,,"February 18, 2022 (Japan)",,,,,https://www.imdb.com/title/tt18235852/?ref_=adv_li_tt
Cosas de Adultos,Comedy,2022,Not Rated,1h 38m,Walter Rodriguez,,"Angello Bertini,Alonso Espeleta,Ahrid Hannaley",2022 (United States),,,,,https://www.imdb.com/title/tt21366724/?ref_=adv_li_tt
Un Cupido sin Punteria,Comedy,2022,,,José Antonio Varela,,"Luis Gerónimo Abreu,Anibal Grunn,Claudia La Gatta","July 30, 2022 (Venezuela)",,,,,https://www.imdb.com/title/tt18747882/?ref_=adv_li_tt
Death Tale,Thriller,2022,,,Shawn Arranha,,"Sanjeev Anand,Garima Jain,Ayaz Khan","March 1, 2022 (India)",,,,,https://www.imdb.com/title/tt15483970/?ref_=adv_li_tt
Nakhimovtsy,"Comedy,Family",2022,,,Oleg Shtrom,,"Anna Aleksakhina,Ivan Batarev,Anna Dyukova","July 28, 2022 (Russia)",,1,,,https://www.imdb.com/title/tt16590104/?ref_=adv_li_tt
Alibi,"Comedy,Crime,Drama",2022,,,Carlos Berber,,"Elley Ringo,Jasmine Berber,Nicole Camacho","May 27, 2022 (United States)",,,,,https://www.imdb.com/title/tt14728270/?ref_=adv_li_tt
Pedro Undercover,"Action,Comedy",2022,,,Robert Rodriguez,Yayo Guridi,"Lali Gonzalez,Yayo Guridi,Mauricio A. Jortack","September 1, 2022 (Paraguay)",,,,,https://www.imdb.com/title/tt18334770/?ref_=adv_li_tt
Swapnasundari,Thriller,2022,,,Philip.K.J.,,"Rajith Kumar,Shinu Syamalan,Sanif Ali","June 30, 2022 (India)",,,,,https://www.imdb.com/title/tt14787884/?ref_=adv_li_tt
Papy,"Drama,Comedy,Family",2022,,,Armen Ananikyan,,"Edgar Akobyan,Karina Andolenko,Tatyana Andreeva","February 23, 2022 (Russia)",,,,,https://www.imdb.com/title/tt16646740/?ref_=adv_li_tt
Tahoe Joe,Horror,2022,,,Dillon Brown,,,"October 14, 2022 (United States)",,,,,https://www.imdb.com/title/tt21329580/?ref_=adv_li_tt
Grindsploitation 10: Milkin' It,Horror,2022,,,Joe Cash,,"Lauren Annetts,Claire Bacon,Richard Bacon","July 1, 2022 (United States)",,,,,https://www.imdb.com/title/tt14492656/?ref_=adv_li_tt
A Minor,,2022,,,Dariush Mehrjui,,"Pardis Ahmadieh,Ali Nassirian,Bita Farahi","April 27, 2022 (Iran)",,,,,https://www.imdb.com/title/tt11120636/?ref_=adv_li_tt
Mark of the Werewolf,Horror,2022,,,Dennis Vincent,,"Nick Scott,Gio Drasconi,Mary Liz Adams",October 2022 (United States),,,,,https://www.imdb.com/title/tt13759370/?ref_=adv_li_tt
Firenado,Action,2022,,,Rhys Waterfield,,"Sian Altman,Nicola Wright,Stephen Staley","December 4, 2022 (United States)",,,,,https://www.imdb.com/title/tt18082808/?ref_=adv_li_tt
"Na chwile, na zawsze","Drama,Music",2022,,,Piotr Trzaskalski,,"Martyna Byczkowska,Pawel Domagala,Ireneusz Czop","July 15, 2022 (Poland)",Polski Instytut Sztuki Filmowej,,,,https://www.imdb.com/title/tt13381574/?ref_=adv_li_tt
Untitled New Line Horror Film,Horror,2022,,,,,,"September 9, 2022 (United States)",,,,,https://www.imdb.com/title/tt10954926/?ref_=adv_li_tt
NYC Dreams,"Drama,Music,Romance",2022,,,J. Arcane,"Paul Erskine,Paul Erskine,Laura Sampson Hemingway","William Chris Sumpter,Laura Sampson Hemingway,Nixon Frederick","January 14, 2022 (United States)",,3,,,https://www.imdb.com/title/tt11956314/?ref_=adv_li_tt
Boreal,Drama,2022,,,Federico Adorno,,"Amado Cardozo,Fabio Chamorro,Mateo Giménez","February 15, 2022 (Uruguay)",,,,,https://www.imdb.com/title/tt17887350/?ref_=adv_li_tt
The Claus Family 3,"Comedy,Family,Fantasy",2022,,,Ruben Vandenborre,,"Bracha van Doesburgh,Jan Decleir,Eva van der Gucht",December 2022 (Belgium),,,,,https://www.imdb.com/title/tt19072084/?ref_=adv_li_tt
The Delivered,"Action,Drama",2022,,,Jamie M. Dagg,,,2022 (United States),,,,,https://www.imdb.com/title/tt14816810/?ref_=adv_li_tt
El Daawa Aama,,2022,,,Wael Farag,,"Ahmad El-Fishawi,Mohamed Abdel-Rahman,Sawsan Badr","August 17, 2022 (Egypt)",,,,,https://www.imdb.com/title/tt20256588/?ref_=adv_li_tt
Trunk Train: The Movie,Adventure,2022,,,Zé Brandão,,"Luca De Castro,Ed Gama,Maira Kesten","August 5, 2022 (United States)",,,,,https://www.imdb.com/title/tt14317018/?ref_=adv_li_tt
The Bad Boxer,Comedy,2022,,,Edward Peanutt Smith,,"Kendell Actkins Jr.,Oscar Humberto Arriaga Ramos,George Arteaga","March 18, 2022 (United States)",,,,,https://www.imdb.com/title/tt17491002/?ref_=adv_li_tt
Mundo Gordo,Comedy,2022,,,Sandro Ventura,,"Miguel Vargas,Daniela Feijoó,Renzo Schuller","September 1, 2022 (Peru)",,,,,https://www.imdb.com/title/tt11807968/?ref_=adv_li_tt
Privileged,Drama,2022,,,Bayo Alawiye,,"Bayo Alawiye,Manvel Biggs,Chanel Brown","Indianapolis, Indiana, USA",,,,,https://www.imdb.com/title/tt16342746/?ref_=adv_li_tt
Apokawixa,"Horror,Sci-Fi",2022,,,Xawery Zulawski,,"Tomasz Kot,Sebastian Fabijanski,Cezary Pazura","October 7, 2022 (Poland)",,,,,https://www.imdb.com/title/tt20426646/?ref_=adv_li_tt
Get Over It,"Comedy,Romance",2022,,,Jerry Isichei,,"Lucy Ameh,Christian Mordi,Uche Nwaefuna","May 20, 2022 (Nigeria)",,,,,https://www.imdb.com/title/tt21410874/?ref_=adv_li_tt
Toilet,Comedy,2022,,,Gabriele Pignotta,,"Vanessa Incontrada,Francesco Pannofino,Pasquale Petrolo","July 13, 2022 (Italy)",,1,,,https://www.imdb.com/title/tt14550038/?ref_=adv_li_tt
Glava velike ribe,Drama,2022,,,Arsen Oremovic,,"Niksa Butijer,Lana Baric,Neven Aljinovic-Tot","July 22, 2022 (Croatia)",,3,,,https://www.imdb.com/title/tt17055468/?ref_=adv_li_tt
Be Right Back,"Comedy,Drama",2022,,,Frauke Havemann,,"Iris Boss,Inga Dietrich,Effi Rabsilber","January 27, 2022 (United States)",,3,,,https://www.imdb.com/title/tt15523972/?ref_=adv_li_tt
Dzem od kavijara,Comedy,2022,,,Ivica Vidanovic,,"Igor Djordjevic,Andrija Kuzmanovic,Danilo Petrovic",2022 (Serbia),,,,,https://www.imdb.com/title/tt20229498/?ref_=adv_li_tt
Puff Daddy,"Drama,Thriller",2022,,,Mostofa Sajal,,"Intekhab Dinar,Pori Moni,Shahiduzzaman Selim",2022 (Bangladesh),,,,,https://www.imdb.com/title/tt15655116/?ref_=adv_li_tt
Chiso Ashtray,Drama,2022,,,Dinesh Palpali,,"Divya Dev,Nabin Lamsal,Sushil Raj Pandey","March 18, 2022 (Nepal)",,,,,https://www.imdb.com/title/tt19713108/?ref_=adv_li_tt
Swing Rendez-vous,"Comedy,Musical,Romance",2022,,,Gérome Barry,,"Gérome Barry,Anna Bosc-Molinaro,Haleigh Ciel","August 31, 2022 (France)",John Collins Films,,,,https://www.imdb.com/title/tt16062876/?ref_=adv_li_tt
Passenger with Letters (Mgzavri Tserilebit),Biography,2022,,,Nikoloz Khomasuridze,,,"August 19, 2022 (Georgia)",,,,,https://www.imdb.com/title/tt14906028/?ref_=adv_li_tt
Deyyamtho Sahajeevanam,"Horror,Thriller",2022,,,Natti Kumar,NattiLaxmiKaruna,"RajeevSalur,NattiLaxmiKaruna,SupurnaMalakar","January 28, 2022 (India)",,,,,https://www.imdb.com/title/tt13635908/?ref_=adv_li_tt
Khamsa - The Well of Oblivion,Animation,2022,,,Khaled Chiheb,,,"June 13, 2022 (France)",,,,,https://www.imdb.com/title/tt21436108/?ref_=adv_li_tt
The Goat,Drama,2022,,,Ilaria Borrelli,,,2022 (Egypt),Pantheon Entertainment Corporation,,,,https://www.imdb.com/title/tt15482002/?ref_=adv_li_tt
Un petit miracle,Comedy,2022,,,Sophie Boudre,,"Jonathan Zaccaï,Alice Pol,Eddy Mitchell",2022 (France),,,,,https://www.imdb.com/title/tt14766300/?ref_=adv_li_tt
Rafadan Tayfa 3,"Animation,Comedy",2022,,,Ismail Fidan,,"Sirin Giobbi,Levent Kol,Emine Sergen","January 6, 2022 (Turkey)",,,,,https://www.imdb.com/title/tt14451444/?ref_=adv_li_tt
The Hack,"Comedy,Drama",2022,,,Adam Paul Stone,,,"September 22, 2022 (United States)",,,,,https://www.imdb.com/title/tt14588884/?ref_=adv_li_tt
Syahadan,Action,2022,,,Halim Hassan,,,"February 17, 2022 (Malaysia)",,2,,,https://www.imdb.com/title/tt16443062/?ref_=adv_li_tt
Atithi Devobhava,"Drama,Romance",2022,,,Polimera Nageshwar,Aadarsh Balakrishna,"Aadi,Aadarsh Balakrishna,Raghu Kumar Karumanchi","January 7, 2022 (India)",,1,,,https://www.imdb.com/title/tt15341118/?ref_=adv_li_tt
Saaya the Mystry,"Drama,Horror,Mystery",2022,,,Rahool Singh,,"Rajesh Bonik,Somnath Singh Rajput,Prem Singh",July 2022 (India),,,,,https://www.imdb.com/title/tt14909258/?ref_=adv_li_tt
Reprise en main,"Comedy,Drama",2022,,,Gilles Perret,,"Pierre Deladonchamps,Laetitia Dosch,Grégory Montel","October 19, 2022 (France)",,,,,https://www.imdb.com/title/tt15170560/?ref_=adv_li_tt
Doctor Strange in the Multiverse of Madness Stop Motion,"Action,Mystery,Sci-Fi",2022,,,Mario Durán Araujo,,"Richard Croxford,Amelia Forsyth-Smith,James R. Baylis","September 23, 2022 (Mexico)",,,,,https://www.imdb.com/title/tt19854066/?ref_=adv_li_tt
Cricket & Antoinette,Animation,2022,,,Luka Rukavina,,,"November 30, 2022 (Croatia)",,,,,https://www.imdb.com/title/tt4581522/?ref_=adv_li_tt
Mumun,Horror,2022,,,Rizal Mantovani,,"Acha Septriasa,Dimas Aditya,Mandra","September 1, 2022 (Indonesia)",,,,,https://www.imdb.com/title/tt19360804/?ref_=adv_li_tt
Patterns of Evidence: Journey to Mount Sinai,,2022,,,,,,"October 17, 2022 (United States)",,,,,https://www.imdb.com/title/tt21631628/?ref_=adv_li_tt
The Storm,"Action,Crime,Drama",2022,,,Ben Owusu,,"Ama K. Abebrese,Adjetey Anang,Kofi Adjorlolo","August 30, 2022 (Ghana)",,,,,https://www.imdb.com/title/tt15489266/?ref_=adv_li_tt
O Faros,,2022,,,Kris Sinioras,,"Maria Aliferi,Michael Papadopoulos,Magda Rapti",,,,,,https://www.imdb.com/title/tt16453576/?ref_=adv_li_tt
Father on Sale,"Drama,Family",2022,,,Aproova Vyas,,,2022 (United Kingdom),,,,,https://www.imdb.com/title/tt14992748/?ref_=adv_li_tt
The Root of Perfection,"Comedy,Drama,Sci-Fi",2022,,,Cole Daniel Hills,Charlize Diaz De Leon,"Jacqueline Scislowski,Charlize Diaz De Leon,James Achille","January 14, 2022 (United States)",,1,,,https://www.imdb.com/title/tt9292336/?ref_=adv_li_tt
Love Machine 2,Comedy,2022,,,Andreas Schmied,,"Thomas Stipsits,Claudia Kottal,Julia Edtmeier",January 2022 (Austria),,,,,https://www.imdb.com/title/tt16450934/?ref_=adv_li_tt
Baltimore Bomb,"Action,Adventure",2022,,,Tim Lidard,,"Mike Ashton,Lamont Baker,DeMeeco Blassingame","June 24, 2022 (United States)",,,,,https://www.imdb.com/title/tt20834108/?ref_=adv_li_tt
Jue wang zhu fu,Comedy,2022,,,Qi Zhang,,"Yuan Chang,Yangzi Lamu,Xiang Wei","December 31, 2022 (China)",Shanghai Taopiaopiao Film Culture,,,,https://www.imdb.com/title/tt20774018/?ref_=adv_li_tt
Moon Students,Adventure,2022,,,Daniel Holland,,"Sydney Carvill,Eddie Navarro,Nicholas Thurkettle","June 1, 2022 (United States)",,,,,https://www.imdb.com/title/tt14952842/?ref_=adv_li_tt
When Evil Lurks,Horror,2022,,,Demián Rugna,,,November 2022 (United States),,,,,https://www.imdb.com/title/tt16300962/?ref_=adv_li_tt
Weihe Fangbao Dui,Action,2022,,,Tat-Chiu Lee,,"Thomas Fiquet,Khalid Ghanem,Johnny Huang","January 1, 2022 (China)",,,,,https://www.imdb.com/title/tt15073642/?ref_=adv_li_tt
The Entertainer,Drama,2022,,,David Clay Diaz,,"Alexander Arnold,Bobby Lockwood,Jake Davies",2022 (United Kingdom),,,,,https://www.imdb.com/title/tt16579300/?ref_=adv_li_tt
Dead Line,Thriller,2022,,,Bommareddy VRR,,"Ajay Ghosh,Aparnaa Mallik,Sonia","July 15, 2022 (India)",,,,,https://www.imdb.com/title/tt21223140/?ref_=adv_li_tt
Lucknow Junction,Action,2022,,,Vijay Paul,,,"January 28, 2022 (India)",,,,,https://www.imdb.com/title/tt18655010/?ref_=adv_li_tt
Ahyoka River,"Comedy,Drama",2022,,,Manny Ceja,,"Damian Gonzalez,Breanna McNish,Brian Flanders",2022 (United States),,,,,https://www.imdb.com/title/tt16263682/?ref_=adv_li_tt
Libre Garance!,Drama,2022,,,Lisa Diaz,,"Azou Gardahaut Petiteau,Jeanne Vallet de Villeneuve,Grégory Montel","September 21, 2022 (France)",,,,,https://www.imdb.com/title/tt19121498/?ref_=adv_li_tt
