title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
Shadows of a Great City,Crime,1913,,,Frank Wilson,,"Alec Worcester,Chrissie White,Harry Royston",November 1913 (United Kingdom),,,,,https://www.imdb.com/title/tt1171623/?ref_=adv_li_tt
Adoptivkind,,1914,,,Rudolf Biebrach,,,,,,,,https://www.imdb.com/title/tt0003597/?ref_=adv_li_tt
Le leggi dell'onore,,1913,,,Attilio De Virgiliis,,,July 1913 (Italy),,,,,https://www.imdb.com/title/tt1227875/?ref_=adv_li_tt
Die Krone von Kerkyra - Liebe und Haß einer Königstochter,,1917,,,Frederic Zelnik,,"Mady Christians,Erich Kaiser-Titz,Bruno Kastner",July 1917 (Germany),,,,,https://www.imdb.com/title/tt0176901/?ref_=adv_li_tt
La route du devoir,,1918,,,Georges Monca,,,"April 19, 1918 (France)",,,,,https://www.imdb.com/title/tt0330836/?ref_=adv_li_tt
Hævneren,Drama,1919,,,Olaf Fønss,,"Philip Bech,Axel Boesen,Olaf Fønss","August 18, 1919 (Denmark)",,,,,https://www.imdb.com/title/tt0130016/?ref_=adv_li_tt
Nobody's Children,Drama,1920,,,Richard Maurice,,,"September 27, 1920 (United States)",,,,,https://www.imdb.com/title/tt0180875/?ref_=adv_li_tt
Sul campo dell'onore,,1915,,,Amleto Palermi,,,1915 (Italy),,,,,https://www.imdb.com/title/tt0943498/?ref_=adv_li_tt
Bis früh um fünfe,Drama,1919,,,William Karfiol,,,1919 (Germany),,,,,https://www.imdb.com/title/tt0482691/?ref_=adv_li_tt
Liefdesoffer,Drama,1916,,,Maurits Binger,,,"June 23, 1916 (Netherlands)",,,,,https://www.imdb.com/title/tt0407946/?ref_=adv_li_tt
"Frank Gardiner, the King of the Road",,1911,,,Jack Gavin,,Jack Gavin,"February 27, 1911 (Australia)",,,,,https://www.imdb.com/title/tt0322325/?ref_=adv_li_tt
Haru no nagare,,1919,,,Eizô Tanaka,,,1919 (Japan),,,,,https://www.imdb.com/title/tt4359398/?ref_=adv_li_tt
Mystic Faces,"Comedy,Drama",1918,,,E. Mason Hopper,,"Yutaka Abe,Martha Taka,Larry Steers","September 8, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009413/?ref_=adv_li_tt
When Paris Loves,Drama,1913,,,René Leprince,,"René Alexandre,Louis Ravet,Gabrielle Robinne","September 18, 1913 (United States)",,,,,https://www.imdb.com/title/tt0442591/?ref_=adv_li_tt
Hinter verschlossenen Türen,Drama,1918,,,Robert Wüllner,,,1918 (Germany),,,,,https://www.imdb.com/title/tt9023852/?ref_=adv_li_tt
The Empty Cab,Mystery,1918,,,Douglas Gerrard,,"Franklyn Farnum,Eileen Percy,Harry De More","July 6, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009036/?ref_=adv_li_tt
La Gioconda,Drama,1916,,,Eleuterio Rodolfi,,"Mercedes Brignone,Helena Makowska,Umberto Mozzato",June 1916 (Italy),,,,,https://www.imdb.com/title/tt0176765/?ref_=adv_li_tt
Capricci di gran signore,,1913,,,Umberto Paradisi,,,1913 (Italy),,,,,https://www.imdb.com/title/tt0938564/?ref_=adv_li_tt
Marked Cards,Drama,1918,,,Henri D'Elba,,"Margery Wilson,Wallace MacDonald,Jack Curtis","July 14, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009350/?ref_=adv_li_tt
Her Father's Keeper,Drama,1917,,,Arthur Rosson,,"Irene Howley,Jack Devereaux,Frank Currier","April 2, 1917 (United States)",,,,,https://www.imdb.com/title/tt0175720/?ref_=adv_li_tt
Der Verräter,"Crime,Drama",1917,,,Georg Alexander,,"Georg Alexander,Ferdinand Bonn,Anjo Dick",September 1917 (Germany),,,,,https://www.imdb.com/title/tt0362277/?ref_=adv_li_tt
Il delitto di Castel Giubileo,,1918,,,Nino Martinengo,,"Ettore Chiappo,Vincenzo D'Amore,Fernando De Re",January 1918 (Italy),,,,,https://www.imdb.com/title/tt1213038/?ref_=adv_li_tt
Silver Fox,,1915,,,,,,,,,,,https://www.imdb.com/title/tt0006044/?ref_=adv_li_tt
Du sollst Vater und Mutter ehren!,,1913,,,Eugen Illés,,,"March 8, 1913 (Germany)",,,,,https://www.imdb.com/title/tt0241391/?ref_=adv_li_tt
Quand même,,1916,,,Henri Pouctal,,,1916 (France),,,,,https://www.imdb.com/title/tt0454236/?ref_=adv_li_tt
The Temptations of Satan,,1914,,,Herbert Blaché,,,November 1914 (United States),,,,,https://www.imdb.com/title/tt0004677/?ref_=adv_li_tt
Lost in Darkness,,1914,,,Italia Almirante-Manzini,,,"March 26, 1914 (United States)",,,,,https://www.imdb.com/title/tt0965530/?ref_=adv_li_tt
Ein Jagdausflug nach Berlin,Drama,1917,,,Paul Heidemann,,,July 1917 (Germany),,,,,https://www.imdb.com/title/tt1247788/?ref_=adv_li_tt
Panopta III,Crime,1919,,,Kay Van der Aa Kühle,,"Emilie Sannom,Jon Iversen,William Jensen","May 5, 1919 (Denmark)",,,,,https://www.imdb.com/title/tt0496810/?ref_=adv_li_tt
Die lebende Fackel,,1920,,,Joseph Delmont,,"Rita Clermont,Eugen Klöpfer,Josef Peterhans",,,,,,https://www.imdb.com/title/tt0338194/?ref_=adv_li_tt
Quando il canto si spegne,,1916,,,Emilio Graziani-Walter,,,April 1916 (Italy),,,,,https://www.imdb.com/title/tt0196039/?ref_=adv_li_tt
P.A. Powers' Comedies,,1915,,,Max Asher,,,,,,,,https://www.imdb.com/title/tt0005858/?ref_=adv_li_tt
Konec milování,Drama,1913,,,Otakar Stáfl,,"Anna Sedlácková,Milos Vávra,Jarmila Kronbauerová",1913 (Czechoslovakia),,,,,https://www.imdb.com/title/tt1085839/?ref_=adv_li_tt
Vappu Helsingissä,,1906,,,Oscar Lindelöf,,,,,,,,https://www.imdb.com/title/tt0324414/?ref_=adv_li_tt
A csikós,,1913,,,Sándor Góth,,"Emil Fenyvessy,Paula Kende,Böske Kelemen","January 6, 1913 (Hungary)",,,,,https://www.imdb.com/title/tt0241334/?ref_=adv_li_tt
"The War of Wars; or, the Franco-German Invasion",War,1914,,,Will S. Davis,,"Stuart Holmes,Hugh Jeffrey,Edith Hallor",October 1914 (United States),,,,,https://www.imdb.com/title/tt0004778/?ref_=adv_li_tt
Der Mann mit dem Affenkopf,Comedy,1920,,,Conrad Dreher,,,April 1920 (Germany),,,,,https://www.imdb.com/title/tt7490076/?ref_=adv_li_tt
Manden fra Mørket,Crime,1913,,,John Andersen,,,1913 (Denmark),,,,,https://www.imdb.com/title/tt3126552/?ref_=adv_li_tt
Sennin gengô,,1917,,,Matsunosuke Onoe,,,"November 30, 1917 (Japan)",,,,,https://www.imdb.com/title/tt1072717/?ref_=adv_li_tt
Evviva la campagna!,,1915,,,,,,January 1915 (Italy),,,,,https://www.imdb.com/title/tt1402473/?ref_=adv_li_tt
The Four Poster Pest,,1911,,,Norma Talmadge,,,,,,,,https://www.imdb.com/title/tt0001628/?ref_=adv_li_tt
Sträflingsketten - 1. Der Schrei aus der Verbannung,,1920,,,Richard Eichberg,,Lee Parry,"December 10, 1920 (Germany)",,,,,https://www.imdb.com/title/tt0281234/?ref_=adv_li_tt
Doktor Halál,,1912,,,Szokol Aoles,,,March 1912 (Hungary),,,,,https://www.imdb.com/title/tt8224604/?ref_=adv_li_tt
Das Geheimnis des Kilometersteins 13,Drama,1916,,,Einar Zangenberg,,,1916 (Germany),,,,,https://www.imdb.com/title/tt2588478/?ref_=adv_li_tt
Koi no atai,,1920,,,,,,1920 (Japan),,,,,https://www.imdb.com/title/tt2199421/?ref_=adv_li_tt
The Two Brides,Drama,1919,,,Edward José,,"Lina Cavalieri,Courtenay Foote,Warburton Gamble","February 9, 1919 (United States)",,,,,https://www.imdb.com/title/tt0010811/?ref_=adv_li_tt
Sekiguchi yataro,,1919,,,Matsunosuke Onoe,,,"December 31, 1919 (Japan)",,,,,https://www.imdb.com/title/tt1139624/?ref_=adv_li_tt
Oklamaný hypnotisér Swengali,Comedy,1919,,,Václav Binovec,,"Ferenc Futurista,Ladislav H. Struna,Frantisek Pelísek","April 4, 1919 (Czechoslovakia)",,,,,https://www.imdb.com/title/tt1073187/?ref_=adv_li_tt
Occhi consacrati,,1918,,,Luigi Mele,,,March 1918 (Italy),,,,,https://www.imdb.com/title/tt1555997/?ref_=adv_li_tt
Los aventureros del crimen,,1918,,,Godofredo Mateldi,,,,,,,,https://www.imdb.com/title/tt0008856/?ref_=adv_li_tt
Lorbeerbaum und Bettelstab,Drama,1913,,,Erwin Baron,,Erwin Baron,April 1913 (Germany),,,,,https://www.imdb.com/title/tt15852360/?ref_=adv_li_tt
"Bushranger's Ransom, or A Ride for Life",,1911,,,E.J. Cole,,,"March 28, 1911 (Australia)",,,,,https://www.imdb.com/title/tt0321557/?ref_=adv_li_tt
Kanatehon Chushingura,History,1917,,,Shôzô Makino,,,"September 14, 1917 (Japan)",,,,,https://www.imdb.com/title/tt9819932/?ref_=adv_li_tt
Herr und Diener,,1917,,,Adolf Gärtner,,"Albert Bassermann,Elsa Bassermann,Margarete Ferida",,,,,,https://www.imdb.com/title/tt0133852/?ref_=adv_li_tt
A halhatatlan asszony,Drama,1917,,,László Békeffi,,"Gitta B. Gáthy,Aladár Fenyõ,Béla Náday",1917 (Hungary),,,,,https://www.imdb.com/title/tt5670554/?ref_=adv_li_tt
Ty eshche ne umeesh lyubit,Drama,1915,,,Richard Boleslawski,,,1915 (Russia),,,,,https://www.imdb.com/title/tt1070877/?ref_=adv_li_tt
Barriere umane,Drama,1915,,,Giovanni Zannini,,"Vasco Salvini,Giovanni Zannini,Oscar Bossi",February 1915 (Italy),,,,,https://www.imdb.com/title/tt1194254/?ref_=adv_li_tt
Moon Madness,Drama,1920,,,Colin Campbell,,"Edith Storey,Sam De Grasse,Josef Swickard",July 1920 (United States),,,,,https://www.imdb.com/title/tt0011477/?ref_=adv_li_tt
Die Mieze von Bolle,,1915,,,Dorrit Weixler,,,,,,,,https://www.imdb.com/title/tt1371134/?ref_=adv_li_tt
Als die Sabbatlichter erloschen,,1915,,,Kurt Matull,,"Siegmund Aschenbach,Fräulein Mahren,Joseph Römer",,,,,,https://www.imdb.com/title/tt0474540/?ref_=adv_li_tt
Wenn der Wolf kommt,,1917,,,Hubert Moest,,,,,,,,https://www.imdb.com/title/tt0465296/?ref_=adv_li_tt
Die graue Elster,Crime,1920,,,Max Obal,,"Paul Bergson,Anneliese Halbe,Grete Jakobsen","May 14, 1920 (Germany)",,,,,https://www.imdb.com/title/tt4934398/?ref_=adv_li_tt
L'ibis bleu,,1919,,,Camille de Morlhon,,"Pierre Magnier,Raoul Praxy,Ernest Amaury","January 24, 1919 (France)",,,,,https://www.imdb.com/title/tt0333609/?ref_=adv_li_tt
L'enigma di Cagliostro,,1916,,,Giovanni Casaleggio,,,May 1916 (Italy),,,,,https://www.imdb.com/title/tt1545665/?ref_=adv_li_tt
Kaiser's Finish,"Drama,War",1918,Approved,1h 20m,Jack Harvey,,"Earl Schenck,Claire Whitney,Percy Standing","November 2, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009249/?ref_=adv_li_tt
Das Testament des Grafen Hammerstein,Drama,1920,,,Valy Arnheim,,"Valy Arnheim,Max Auzinger,Kurt Brenkendorf",March 1920 (Germany),,,,,https://www.imdb.com/title/tt14666454/?ref_=adv_li_tt
The Little Shepherd of Bargain Row,Drama,1916,,,Fred E. Wright,,"Richard Travers,Sallie Fisher,Jon Junior","April 24, 1916 (United States)",,,,,https://www.imdb.com/title/tt0163063/?ref_=adv_li_tt
Gebannt und erlöst,Drama,1919,,,Georg Bluen,,"Fern Andra,Oscar Marion,Adele Sandrock",September 1919 (Germany),,,,,https://www.imdb.com/title/tt0010159/?ref_=adv_li_tt
La agonía de Arauco,,1917,,,Gabriela Bussenius,,"Rosita Reynés,Gelda Nelson,Alfredo Torricelli","April 26, 1917 (Chile)",,,,,https://www.imdb.com/title/tt0220965/?ref_=adv_li_tt
Oltre l'amore,,1918,,,Enrico Morosini,,,March 1918 (Italy),,,,,https://www.imdb.com/title/tt0407078/?ref_=adv_li_tt
Nos souvereins font leur rentrée à la tête de la glorieuse armée Albert et Elisabeth - 1918,,1918,,,,,,,,,,,https://www.imdb.com/title/tt0277191/?ref_=adv_li_tt
Ill Starred Babbie,,1914,,,Sherwood MacDonald,,Jackie Saunders,"December 7, 1914 (United States)",,,,,https://www.imdb.com/title/tt0004140/?ref_=adv_li_tt
Föhn,Drama,1920,,,Hans Werckmeister,,"Erra Bognar,Emmy Denner,Hugo Flink","August 20, 1920 (Germany)",,,,,https://www.imdb.com/title/tt0475821/?ref_=adv_li_tt
The Stolen Triumph,Drama,1916,,,David Thompson,,"Julius Steger,Harry Burkhardt,Clara Whipple","December 11, 1916 (United States)",,,,,https://www.imdb.com/title/tt0158993/?ref_=adv_li_tt
Kiyari kouta,,1920,,,Osamu Wakayama,,,1920 (Japan),,,,,https://www.imdb.com/title/tt3747174/?ref_=adv_li_tt
La legge,,1919,,,,,,,,,,,https://www.imdb.com/title/tt0182271/?ref_=adv_li_tt
La fuga de Raquel,,1916,,,José A. Ferreyra,,María Reino,"April 17, 1916 (Argentina)",,,,,https://www.imdb.com/title/tt0188628/?ref_=adv_li_tt
La trentesima perla,,1920,,,Umberto Mozzato,,"Andreina Bill,Armando Cammarano,Lilia Galisay",December 1920 (Italy),,,,,https://www.imdb.com/title/tt0929484/?ref_=adv_li_tt
Zhizn i smert leytenanta Shmidta,,1917,,,Yakov Poselsky,,,"July 5, 1917 (Russia)",,,,,https://www.imdb.com/title/tt0218738/?ref_=adv_li_tt
The River's Secret,Drama,1914,,,,,,"July 18, 1914 (United States)",,,,,https://www.imdb.com/title/tt1180825/?ref_=adv_li_tt
Urteil des Arztes,,1914,,,Max Mack,,"Albert Bassermann,Elsa Bassermann","December 13, 1914 (Germany)",,,,,https://www.imdb.com/title/tt0134184/?ref_=adv_li_tt
Das Medaillon der Lady Sington,,1920,,,Friedel Köhne,,"Hugo Andrae,Georges Blanvalet,Ernst Braun","August 12, 1920 (Germany)",,,,,https://www.imdb.com/title/tt0446156/?ref_=adv_li_tt
Il lustrascarpe del Rettifilo,,1920,,,Umberto Mucci,,,December 1920 (Italy),,,,,https://www.imdb.com/title/tt1215885/?ref_=adv_li_tt
De revalidatie van onze gewonden,,1914,,,,,,,,,,,https://www.imdb.com/title/tt0277273/?ref_=adv_li_tt
What Happened to Jean,"Drama,Thriller",1918,,,Herbert Walsh,,"James H. Anderson,Edith Crowe,Mrs. Ernest Good","November 7, 1918 (Australia)",,,,,https://www.imdb.com/title/tt0353000/?ref_=adv_li_tt
Die Prinzessin von Neutralien,"Drama,Romance",1917,,,Rudolf Biebrach,,"Henny Porten,Paul Bildt,John Gottowt","June 1, 1917 (Germany)",,,,,https://www.imdb.com/title/tt0441444/?ref_=adv_li_tt
Marie-Jeanne ou la femme du peuple,Drama,1914,,,Georges Denola,,,Pathé Frères,,,,,https://www.imdb.com/title/tt0473225/?ref_=adv_li_tt
Akcie P.Z.H.,Drama,1920,,,Jirí Schreinzer,,"Jan Herbert,Josef Horánek,Josef Kucera","June 18, 1920 (Czechoslovakia)",,,,,https://www.imdb.com/title/tt1045805/?ref_=adv_li_tt
For hendes Skyld,Crime,1916,,,Robert Dinesen,,"Gyda Aller,Robert Dinesen,Carl Lauritzen","November 9, 1916 (Denmark)",,,,,https://www.imdb.com/title/tt2371410/?ref_=adv_li_tt
Maciste medium,,1918,,,Vincenzo Denizot,,,April 1918 (Italy),,,,,https://www.imdb.com/title/tt0008236/?ref_=adv_li_tt
Son fils,Drama,1917,,,Georges Denola,,"Paul Hubert,Jean Aymé,Edmond Van Daële","March 17, 1917 (France)",,,,,https://www.imdb.com/title/tt0432604/?ref_=adv_li_tt
Die Dreizehn,,1918,,,Alfred Halm,,"Hans Albers,Mady Christians,Bruno Eichgrün","September 14, 1918 (Germany)",,,,,https://www.imdb.com/title/tt0176670/?ref_=adv_li_tt
Alma chilena,Western,1918,,,Arturo Mario,,"Carlos Justiniano,María Padín,María Quezada","September 6, 1918 (Chile)",,,,,https://www.imdb.com/title/tt0220970/?ref_=adv_li_tt
Mahiravan,,1919,,,R. Nataraja Mudaliar,,,1919 (India),,,,,https://www.imdb.com/title/tt17718182/?ref_=adv_li_tt
Il marito perduto,,1920,,,Edoardo Bencivenga,,,December 1920 (Italy),,,,,https://www.imdb.com/title/tt0929449/?ref_=adv_li_tt
The Island of Intrigue,"Romance,Crime,Drama",1919,,,Henry Otto,,"May Allison,Jack Mower,Frederick Vroom","April 7, 1919 (United States)",,,,,https://www.imdb.com/title/tt0010303/?ref_=adv_li_tt
Les deux gosses,Drama,1916,,,Albert Capellani,,,1916 (France),,,,,https://www.imdb.com/title/tt1849802/?ref_=adv_li_tt
Nina la poliziotta,,1920,,,Giuseppe Guarino,,,August 1920 (Italy),,,,,https://www.imdb.com/title/tt1013667/?ref_=adv_li_tt
L'orrendo blasone,,1914,,,Amleto Palermi,,,1914 (Italy),,,,,https://www.imdb.com/title/tt0938763/?ref_=adv_li_tt
Søster Karin,Drama,1917,,,Hilda Borgström,,,"August 17, 1917 (Denmark)",,,,,https://www.imdb.com/title/tt2426072/?ref_=adv_li_tt
Detective Craig's Coup,"Crime,Drama",1914,,,Donald MacKenzie,,"Francis Carlyle,Pearl Sindelar,Jack Standing",August 1914 (United States),,,,,https://www.imdb.com/title/tt0003830/?ref_=adv_li_tt
Die Blonden Mädels vom Lindenhof,Comedy,1918,,,Heinrich Bolten-Baeckers,,,August 1918 (Germany),,,,,https://www.imdb.com/title/tt7489788/?ref_=adv_li_tt
Bóg wojny,,1914,,,Aleksander Hertz,,,"May 5, 1914 (Poland)",,,,,https://www.imdb.com/title/tt0872131/?ref_=adv_li_tt
Quand l'amour réfleurit,,1916,,,Ernesto Maria Pasquali,,,May 1916 (Italy),,,,,https://www.imdb.com/title/tt1065485/?ref_=adv_li_tt
The Supreme Temptation,Drama,1916,,,Harry Davenport,,"Antonio Moreno,Charles Kent,Mary Maurice","March 27, 1916 (United States)",,,,,https://www.imdb.com/title/tt0007412/?ref_=adv_li_tt
Whoso Diggeth a Pit,"Crime,Drama",1915,,,Ralph Dewsbury,,,July 1915 (United Kingdom),,,,,https://www.imdb.com/title/tt0348400/?ref_=adv_li_tt
An Amateur Devil,Comedy,1920,,,Maurice Campbell,,"Bryant Washburn,Ann May,Charles Wingate","December 19, 1920 (United States)",,,,,https://www.imdb.com/title/tt0011920/?ref_=adv_li_tt
Mrs. Dane's Danger,Drama,1916,,,Wilfrid North,,"Lillian Walker,Wilfrid North,Donald Hall","March 6, 1916 (United States)",,,,,https://www.imdb.com/title/tt0163112/?ref_=adv_li_tt
A Büvös palack,,1912,,,Sándor Góth,,,,,,,,https://www.imdb.com/title/tt0241280/?ref_=adv_li_tt
Hans und Hanni,,1915,,,Max Mack,,"Max Laurence,Max Mack,Anna Müller-Lincke","April 19, 1915 (Denmark)",,,,,https://www.imdb.com/title/tt0447186/?ref_=adv_li_tt
The Lie,Drama,1918,,,J. Searle Dawley,,"Elsie Ferguson,David Powell,John L. Shine","April 8, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009295/?ref_=adv_li_tt
Vittorie del cuore,Drama,1915,,,,,,July 1915 (Italy),,,,,https://www.imdb.com/title/tt1693096/?ref_=adv_li_tt
A Woman's Man,Western,1920,,,Warren Gordon,,"Romaine Fielding,William H. Tooker,Velvet Beban","October 2, 1920 (United States)",,,,,https://www.imdb.com/title/tt0202688/?ref_=adv_li_tt
The Fear Market,,1916,,,Alan Crosland,,,Selznick Pictures Corporation,,,,,https://www.imdb.com/title/tt0006669/?ref_=adv_li_tt
Meg o' the Woods,Romance,1918,,,Bertram Phillips,,"Queenie Thomas,Harry Drummond,Alice De Winton",February 1918 (United Kingdom),,,,,https://www.imdb.com/title/tt0141592/?ref_=adv_li_tt
Der Klub der Neun,,1917,,,Alwin Neuß,,"Leo Connard,Harry Lamberts-Paulsen,Alwin Neuß",1917 (Germany),,,,,https://www.imdb.com/title/tt7074360/?ref_=adv_li_tt
Diane of the Green Van,Drama,1919,,,Wallace Worsley,,"Alma Rubens,Nigel Barrie,Lamar Johnstone","April 6, 1919 (United States)",,,,,https://www.imdb.com/title/tt0142222/?ref_=adv_li_tt
Apartment 29,Mystery,1917,,,Paul Scardon,,"Earle Williams,Ethel Grey Terry,Denton Vane","April 9, 1917 (United States)",,,,,https://www.imdb.com/title/tt0166997/?ref_=adv_li_tt
Yego glaza,,1916,,,Vyacheslav Viskovsky,,"M. Moravskaya,A. Rudnitsky,Michael Salarow","September 19, 1916 (Russia)",,,,,https://www.imdb.com/title/tt0212624/?ref_=adv_li_tt
Il misterioso dramma del fiume,,1918,,,Romolo Bacchini,,,February 1918 (Italy),,,,,https://www.imdb.com/title/tt0922972/?ref_=adv_li_tt
Die Dame im Pelz,Romance,1919,,,Charles Willy Kayser,,,,,,,,https://www.imdb.com/title/tt0309489/?ref_=adv_li_tt
Kisô no kuroneko,,1918,,,Jirô Yoshino,,"Shirôgorô Sawamura,Enjuro Ichikawa,Umetarô Onoe","June 2, 1918 (Japan)",,,,,https://www.imdb.com/title/tt1601851/?ref_=adv_li_tt
Der Geistertanz,,1920,,,Bruno Eichgrün,,"Bruno Eichgrün,Erwin Fichtner,Kurt Middendorf",,,,,,https://www.imdb.com/title/tt0825261/?ref_=adv_li_tt
The Rank Outsider,"Drama,Sport",1920,,,Richard Garrick,,"Gwen Stratford,Cameron Stratford,Lewis Dayton",December 1920 (United Kingdom),,,,,https://www.imdb.com/title/tt0196047/?ref_=adv_li_tt
Man's Woman,Drama,1917,,,Travers Vale,,"Ethel Clayton,Rockliffe Fellowes,Frank Goldsmith","April 2, 1917 (United States)",,,,,https://www.imdb.com/title/tt0008267/?ref_=adv_li_tt
Leap to Fame,Drama,1918,,,Carlyle Blackwell,,"Carlyle Blackwell,Evelyn Greeley,Muriel Ostriche","April 24, 1918 (United States)",,1,,,https://www.imdb.com/title/tt0009283/?ref_=adv_li_tt
Il gioco dell'amore,,1915,,,Giovanni Enrico Vidali,,,October 1915 (Italy),,,,,https://www.imdb.com/title/tt1053856/?ref_=adv_li_tt
Don Juans drei Nächte,,1917,,,Lajos Biró,,,,,,,,https://www.imdb.com/title/tt0313988/?ref_=adv_li_tt
Trooper Campbell,,1914,,,Raymond Longford,,,,,,,,https://www.imdb.com/title/tt0004731/?ref_=adv_li_tt
Colomba,,1920,,,Jean Hervé,,"Victor Vina,Mirella Marcovici,Marthe Laverne","December 3, 1920 (France)",,,,,https://www.imdb.com/title/tt1850350/?ref_=adv_li_tt
Der Muff,"Action,Crime",1919,,,Harry Piel,,"Hella Ingrid,Heinrich Schroth,Stefan Vacano","March 21, 1919 (Germany)",,,,,https://www.imdb.com/title/tt0442356/?ref_=adv_li_tt
La principessa nera,,1915,,,Aldo Molinari,,,April 1915 (Italy),,,,,https://www.imdb.com/title/tt1669162/?ref_=adv_li_tt
Sen frátera Ondreje,Comedy,1918,,,Jan Arnold Palous,,"Josef Sváb-Malostranský,Lída Theimerová-Pírková","December 28, 1918 (Czechoslovakia)",,,,,https://www.imdb.com/title/tt1075051/?ref_=adv_li_tt
La mano dell'antenato,Drama,1916,,,,,,January 1916 (Italy),,,,,https://www.imdb.com/title/tt1532362/?ref_=adv_li_tt
Gerfaut,,1920,,,F. Desportes,,"Fleutet,Louis Monfils,Henri Myrial",,,,,,https://www.imdb.com/title/tt0258610/?ref_=adv_li_tt
The Awakening,Drama,1917,,,George Archainbaud,,"Montagu Love,Dorothy Kelly,John Davidson","December 3, 1917 (United States)",,,,,https://www.imdb.com/title/tt0008857/?ref_=adv_li_tt
The Target,Western,1916,,,Norval MacGregor,,"Hobart Bosworth,Anna Lehr,A. Kammeyer","March 6, 1916 (United States)",,,,,https://www.imdb.com/title/tt0007430/?ref_=adv_li_tt
Frühlingsrausch,Drama,1919,,,Ingo Brandt,,"Hans Junkermann,Else Roscher,Helene Voß",1919 (Germany),,,,,https://www.imdb.com/title/tt5085326/?ref_=adv_li_tt
Dein ist mein Herz,,1920,,,Erich Eriksen,,,,,,,,https://www.imdb.com/title/tt1547880/?ref_=adv_li_tt
Maternity,Drama,1917,,,John B. O'Brien,,"Alice Brady,Marie Chambers,John Bowers","May 28, 1917 (United States)",,,,,https://www.imdb.com/title/tt0008280/?ref_=adv_li_tt
Lykkens blændværk,,1919,,,Emanuel Gregers,,"Axel Boesen,Gudrun Houlberg,Frederik Jacobsen","July 12, 1919 (Denmark)",,,,,https://www.imdb.com/title/tt0130100/?ref_=adv_li_tt
Die Stricknadeln,"Comedy,Drama",1916,,,Hubert Moest,,"Josef Coenen,Olga Engl,Käthe Haack","December 8, 1916 (Germany)",,,,,https://www.imdb.com/title/tt0465262/?ref_=adv_li_tt
Zofia,"Drama,War",1915,,,Hubert Moest,,"Paul Hartmann,Herr Kocharsky,Ernst Pittschau","July 1, 1915 (Germany)",,,,,https://www.imdb.com/title/tt7787510/?ref_=adv_li_tt
Only a Factory Girl,Drama,1911,,,,,,"August 14, 1911 (Australia)",,,,,https://www.imdb.com/title/tt0336959/?ref_=adv_li_tt
En kunstners kærlighed,,1918,,,A.W. Sandberg,,"Sophus Bernhard,Ingeborg Bruhn Bertelsen,Aage Hertel","July 13, 1918 (Denmark)",,,,,https://www.imdb.com/title/tt0121454/?ref_=adv_li_tt
Sowas kommt von sowas,,1915,,,,,,,,,,,https://www.imdb.com/title/tt1027162/?ref_=adv_li_tt
His Pajama Girl,Comedy,1920,,,Donald Edwards,,"Billie Rhodes,Harry L. Rattenberry,Harry Edwards","May 10, 1920 (United States)",,,,,https://www.imdb.com/title/tt0012286/?ref_=adv_li_tt
The Customary Two Weeks,Comedy,1917,,,Saul Harrison,,"Craig Ward,Herbert Evans,Robert Ellis","August 18, 1917 (United States)",,,,,https://www.imdb.com/title/tt0126849/?ref_=adv_li_tt
A Song of Sixpence,Drama,1917,,,Ralph Dean,,,"May 24, 1917 (United States)",,,,,https://www.imdb.com/title/tt0182436/?ref_=adv_li_tt
Beglets,,1919,,,Alexander Anoshchenko,,,"February 23, 1919 (Russia)",,,,,https://www.imdb.com/title/tt0228056/?ref_=adv_li_tt
Páter Sebastian,,1920,,,Alfréd Deésy,,"Ila Bardoly,Dezsõ Kertész,Elemér Thury","October 18, 1920 (Hungary)",,,,,https://www.imdb.com/title/tt0240842/?ref_=adv_li_tt
The Land Just Over Yonder,"Drama,Western",1916,,,Julius Frankenburg,,"George Chesebro,Arthur Millett,Jane Vernon","October 16, 1916 (United States)",,,,,https://www.imdb.com/title/tt0163042/?ref_=adv_li_tt
The Fighting Roosevelts,"Biography,Drama",1919,,,William Nigh,,"Francis J. Noonan,Herbert Bradshaw,E.J. Ratcliffe","January 19, 1919 (United States)",,1,,,https://www.imdb.com/title/tt0010124/?ref_=adv_li_tt
König Motor,War,1915,,,Georg Jacoby,,,August 1915 (Germany),,,,,https://www.imdb.com/title/tt6949118/?ref_=adv_li_tt
Memoiren der Tragödin Thamar,Drama,1917,,,Robert Reinert,,Maria Carmi,1917 (Germany),,,,,https://www.imdb.com/title/tt0427519/?ref_=adv_li_tt
Die Prinzessin und der Troubadour,Drama,1919,,,Paul Rosenhayn,,,January 1919 (Germany),,,,,https://www.imdb.com/title/tt7358594/?ref_=adv_li_tt
An de Waterkant,Drama,1918,,,William Wauer,,"Hans Andresen,Olly Baur,Olga Dalzell",March 1918 (Germany),,,,,https://www.imdb.com/title/tt8475812/?ref_=adv_li_tt
Where Love Leads,Drama,1916,,,Frank Griffin,,"Ormi Hawley,Rockliffe Fellowes,Royal Byron","June 12, 1916 (United States)",,,,,https://www.imdb.com/title/tt0007559/?ref_=adv_li_tt
