title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
The First Men in the Moon,Fantasy,1919,,,Bruce Gordon,,"Bruce Gordon,Heather Thatcher,Hector Abbas","May 30, 1919 (United Kingdom)",,,,,https://www.imdb.com/title/tt0193947/?ref_=adv_li_tt
Just Pals,"Comedy,Drama,Western",1920,Not Rated,50m,John Ford,,"Buck Jones,Helen Ferguson,Georgie Stone","November 18, 1920 (United States)",,6,,,https://www.imdb.com/title/tt0011358/?ref_=adv_li_tt
The President,Drama,1919,,,Carl Theodor Dreyer,,"Richard Christensen,Christian Engelstoft,Hallander Helleman","February 9, 1920 (Denmark)",,10,,,https://www.imdb.com/title/tt0010598/?ref_=adv_li_tt
The Amazons,Comedy,1917,,,Joseph Kaufman,,"Marguerite Clark,Eleanor Lawson,Helen Greene","August 5, 1917 (United States)",,,,,https://www.imdb.com/title/tt0007631/?ref_=adv_li_tt
The Captive,"Drama,Romance,War",1915,,,Cecil B. DeMille,,"Blanche Sweet,House Peters,Gerald Ward","April 22, 1915 (United States)",,3,,,https://www.imdb.com/title/tt0005059/?ref_=adv_li_tt
The Shooting of Dan McGrew,Drama,1915,,,Herbert Blaché,,"Edmund Breese,William A. Morse,Kathryn Adams","May 2, 1915 (United States)",,,,,https://www.imdb.com/title/tt0006037/?ref_=adv_li_tt
The Woman in Room 13,"Mystery,Drama",1920,,,Frank Lloyd,,"Pauline Frederick,Charles Clary,John Bowers",April 1920 (United States),,1,,,https://www.imdb.com/title/tt0011876/?ref_=adv_li_tt
The Strange Boarder,"Crime,Drama,Western",1920,Passed,50m,Clarence G. Badger,,"Will Rogers,Irene Rich,Jimmy Rogers",April 1920 (United States),,,,,https://www.imdb.com/title/tt0011736/?ref_=adv_li_tt
The Count of Monte Cristo,"Drama,History",1913,,,Joseph A. Golden,,"James O'Neill,Nance O'Neil,Murdock MacQuarrie","November 1, 1913 (United States)",,4,,,https://www.imdb.com/title/tt0002767/?ref_=adv_li_tt
Davy Crockett,"Action,Biography,Western",1916,Passed,50m,William Desmond Taylor,,"Dustin Farnum,Winifred Kingston,Harry De Vere","July 16, 1916 (United States)",,,,,https://www.imdb.com/title/tt0006570/?ref_=adv_li_tt
Satan's Rhapsody,"Drama,Fantasy,Horror",1917,,,Nino Oxilia,,"Lyda Borelli,Andrea Habay,Ugo Bazzini",July 1917 (Italy),,5,,,https://www.imdb.com/title/tt0005951/?ref_=adv_li_tt
Old Lady 31,Drama,1920,,,John Ince,,"Emma Dunn,Henry Harmon,Clara Knott","May 23, 1920 (United States)",,,,,https://www.imdb.com/title/tt0011531/?ref_=adv_li_tt
A Woman in Grey,Drama,1920,,,James Vincent,,"Arline Pretty,Henry G. Sell,Fred C. Jones","January 22, 1920 (United States)",,5,,,https://www.imdb.com/title/tt0011874/?ref_=adv_li_tt
The Life of Richard Wagner,"Biography,Drama,History",1913,,,Carl Froelich,,"Giuseppe Becce,Olga Engl,Manny Ziener","November 20, 1913 (United States)",,1,,,https://www.imdb.com/title/tt0003330/?ref_=adv_li_tt
Phil-for-Short,Comedy,1919,,,Oscar Apfel,,"Evelyn Greeley,Charles Walcott,James A. Furey","June 2, 1919 (United States)",,3,,,https://www.imdb.com/title/tt0010566/?ref_=adv_li_tt
Prostitution,Drama,1919,,,Richard Oswald,,"Fritz Beckmann,Anita Berber,Gussy Holl","March 19, 1919 (Germany)",,,,,https://www.imdb.com/title/tt0010596/?ref_=adv_li_tt
The Spoilers,"Drama,Western",1914,,,Colin Campbell,,"William Farnum,Kathlyn Williams,Tom Santschi","April 11, 1914 (United States)",,3,,,https://www.imdb.com/title/tt0004630/?ref_=adv_li_tt
The Trail of the Lonesome Pine,Drama,1916,,,Cecil B. DeMille,,"Charlotte Walker,Thomas Meighan,Earle Foxe","February 13, 1916 (United States)",,2,,,https://www.imdb.com/title/tt0007473/?ref_=adv_li_tt
The Great Love,"Drama,War",1918,,,D.W. Griffith,,"George Fawcett,Lillian Gish,Robert Harron","August 11, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009130/?ref_=adv_li_tt
Chase Me Charlie,Comedy,1918,,,Charles Chaplin,,"Charles Chaplin,Edna Purviance,Leo White","April 8, 1918 (United States)",,3,,,https://www.imdb.com/title/tt0175524/?ref_=adv_li_tt
The Independence of Romania,"History,War",1912,,,Aristide Demetriade,,"Aristide Demetriade,Constanta Demetriade,Constantin Nottara","September 1, 1912 (Romania)",,5,,,https://www.imdb.com/title/tt0002452/?ref_=adv_li_tt
Rorke's Drift,"Drama,War",1914,,,Richard Ridgely,,Richard Tucker,"February 13, 1914 (United States)",,1,,,https://www.imdb.com/title/tt1199693/?ref_=adv_li_tt
Zaza,Drama,1915,,,Hugh Ford,,"Pauline Frederick,Julian L'Estrange,Ruth Cummings","November 11, 1915 (United States)",,1,,,https://www.imdb.com/title/tt0006330/?ref_=adv_li_tt
Joan the Woman,"Adventure,Drama,History",1916,Passed,2h 18m,Cecil B. DeMille,,"Geraldine Farrar,Raymond Hatton,Hobart Bosworth","December 25, 1916 (United States)",,16,,,https://www.imdb.com/title/tt0008150/?ref_=adv_li_tt
The Secret of the Submarine,Action,1916,,,George L. Sargent,,,"May 22, 1916 (United States)",,,,,https://www.imdb.com/title/tt0007317/?ref_=adv_li_tt
"Saint, Devil and Woman",Drama,1916,,,Frederick Sullivan,,"Florence La Badie,Wayne Arey,Hector Dion","September 25, 1916 (United States)",,,,,https://www.imdb.com/title/tt0158909/?ref_=adv_li_tt
A Midnight Romance,"Drama,Romance",1919,,,Lois Weber,,"Anita Stewart,Jack Holt,Edwin B. Tilton","March 10, 1919 (United States)",,1,,,https://www.imdb.com/title/tt0010461/?ref_=adv_li_tt
In Search of the Castaways,"Adventure,Drama",1914,,,Victorin-Hippolyte Jasset,,"Josette Andriot,Denise Maural,Michel Gilbert",May 1914 (United States),,2,,,https://www.imdb.com/title/tt0449233/?ref_=adv_li_tt
The Man Without a Country,Drama,1917,,,Ernest C. Warde,,"Florence La Badie,Holmes Herbert,J.H. Gilmour","September 9, 1917 (United States)",,3,,,https://www.imdb.com/title/tt0008259/?ref_=adv_li_tt
The A.B.C. of Love,Drama,1919,Passed,1h 6m,Léonce Perret,,"Mae Murray,Holmes Herbert,Dorothy Green","December 14, 1919 (United States)",,2,,,https://www.imdb.com/title/tt0009858/?ref_=adv_li_tt
Her Man,Drama,1918,,,John Ince,,"Elaine Hammerstein,Lawson Butt,George Anderson","September 4, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009166/?ref_=adv_li_tt
The Fall of the Romanoffs,"Biography,Drama,History",1917,Passed,1h 20m,Herbert Brenon,,"Edward Connelly,Iliodor,Alfred Hickman",January 1918 (United States),,1,,,https://www.imdb.com/title/tt0007927/?ref_=adv_li_tt
St. Elmo,Drama,1914,,,J. Gordon Edwards,,"William Jossey,Mollie McConnell,Madeline Pardee","May 15, 1914 (United States)",,,,,https://www.imdb.com/title/tt0004636/?ref_=adv_li_tt
Down on the Farm,Comedy,1920,Not Rated,50m,Ray Grey,,"Louise Fazenda,Harry Gribbon,Bert Roach","April 25, 1920 (United States)",,5,,,https://www.imdb.com/title/tt0011128/?ref_=adv_li_tt
The Shepherd of the Hills,Drama,1919,,,Louis F. Gottschalk,,"Harry Lonsdale,Catherine Curtis,George A. McDaniel",May 1919 (United States),,,,,https://www.imdb.com/title/tt0010690/?ref_=adv_li_tt
Lost and Won,Drama,1917,,,Frank Reicher,,"Marie Doro,Elliott Dexter,Carl Stockdale","January 21, 1917 (United States)",,4,,,https://www.imdb.com/title/tt0008217/?ref_=adv_li_tt
Within the Law,"Crime,Drama",1917,,,William P.S. Earle,,"Alice Joyce,Harry T. Morey,Adele DeGarde","April 29, 1917 (United States)",,1,,,https://www.imdb.com/title/tt0008781/?ref_=adv_li_tt
Manon Lescaut,"Drama,Romance",1914,,,Herbert Hall Winslow,,"Lina Cavalieri,Lucien Muratore,Dorothy Arthur","May 18, 1914 (United States)",,1,,,https://www.imdb.com/title/tt0004303/?ref_=adv_li_tt
Little Lord Fauntleroy,Drama,1914,,,F. Martin Thornton,,"H. Agar Lyons,Gerald Royston,Jane Wells","June 22, 1914 (United States)",,,,,https://www.imdb.com/title/tt0004238/?ref_=adv_li_tt
The Heart of Humanity,"Drama,Romance,War",1918,,,Allen Holubar,,"Dorothy Phillips,William Stowell,Robert Anderson","February 15, 1919 (United States)",,4,,,https://www.imdb.com/title/tt0009145/?ref_=adv_li_tt
"Lederstrumpf, 1. Teil: Der Wildtöter und Chingachgook",Western,1920,,,Arthur Wellin,,"Emil Mamelok,Herta Heden,Bela Lugosi","September 14, 1920 (Germany)",,2,,,https://www.imdb.com/title/tt0011393/?ref_=adv_li_tt
From Dusk to Dawn,Drama,1913,,,Frank E. Wolfe,,"George Cummings,Clarence Darrow,Ethel Davis",September 1913 (United States),,,,,https://www.imdb.com/title/tt0002885/?ref_=adv_li_tt
Jane Eyre,Drama,1910,,,Theodore Marston,,"Marie Eline,Gloria Gallop,Frank Hall Crane","May 6, 1910 (United States)",,1,,,https://www.imdb.com/title/tt0290677/?ref_=adv_li_tt
En defensa propia,Drama,1917,,,Joaquín Coss,,"Mimí Derba,María Caballé,Julio Taboada","June 14, 1917 (Mexico)",,,,,https://www.imdb.com/title/tt0007888/?ref_=adv_li_tt
Wildfire,Drama,1915,,,Edwin Middleton,,"Lionel Barrymore,William C. Chamberlin,James J. Gorman","January 25, 1915 (United States)",,1,,,https://www.imdb.com/title/tt0006291/?ref_=adv_li_tt
L'enfant de Paris,"Crime,Drama",1913,Not Rated,2h 4m,Léonce Perret,,"Léonce Perret,Louis Leubas,Maurice Lagrenée","September 17, 1913 (France)",,7,,,https://www.imdb.com/title/tt0003883/?ref_=adv_li_tt
His Wife,Drama,1915,,,George Foster Platt,,"Geraldine O'Brien,Holmes Herbert,Lorraine Huling","October 28, 1915 (United States)",,,,,https://www.imdb.com/title/tt0005493/?ref_=adv_li_tt
Der Graf von Cagliostro,Horror,1920,,,Reinhold Schünzel,,"Reinhold Schünzel,Anita Berber,Conrad Veidt","December 21, 1920 (Austria)",,,,,https://www.imdb.com/title/tt0012234/?ref_=adv_li_tt
The Little Minister,"Romance,Drama",1915,,,Percy Nash,,"Joan Ritz,Gregory Scott,Henry Vibart",February 1915 (United Kingdom),,,,,https://www.imdb.com/title/tt0005633/?ref_=adv_li_tt
The Serpent,Drama,1916,Passed,1h,Raoul Walsh,,"Theda Bara,James A. Marcus,Lillian Hathaway","January 23, 1916 (United States)",,,,,https://www.imdb.com/title/tt0007325/?ref_=adv_li_tt
The Typhoon,Drama,1914,,,Reginald Barker,,"Sessue Hayakawa,Gladys Brockwell,Frank Borzage","October 10, 1914 (United States)",,3,,,https://www.imdb.com/title/tt0004740/?ref_=adv_li_tt
Casanova,"Drama,Romance",1919,,,Alfréd Deésy,,"Alfréd Deésy,Camilla von Hollay,Norbert Dán","February 11, 1920 (Denmark)",,2,,,https://www.imdb.com/title/tt0008952/?ref_=adv_li_tt
The Active Life of Dolly of the Dailies,Drama,1914,,,Walter Edwin,,"Mary Fuller,Yale Boss,Charles Ogle","January 31, 1914 (United States)",,4,,,https://www.imdb.com/title/tt0003596/?ref_=adv_li_tt
The Bargain,Western,1914,,,Reginald Barker,,"William S. Hart,J. Frank Burke,Clara Williams","December 3, 1914 (United States)",,9,,,https://www.imdb.com/title/tt0003657/?ref_=adv_li_tt
The Busher,"Drama,Sport",1919,Not Rated,1h 3m,Jerome Storm,,"Charles Ray,Colleen Moore,John Gilbert","May 18, 1919 (United States)",,14,,,https://www.imdb.com/title/tt0009976/?ref_=adv_li_tt
The Seven Sisters,"Comedy,Romance",1915,Passed,50m,Sidney Olcott,,"Madge Evans,Dorothea Camden,Georgia Fursman","July 26, 1915 (United States)",,1,,,https://www.imdb.com/title/tt0006027/?ref_=adv_li_tt
The Golden Chance,Drama,1915,Not Rated,1h 14m,Cecil B. DeMille,,"Cleo Ridgely,Wallace Reid,Horace B. Carpenter","December 30, 1915 (United States)",,11,,,https://www.imdb.com/title/tt0005402/?ref_=adv_li_tt
The Wicked Darling,"Drama,Crime",1919,,,Tod Browning,,"Priscilla Dean,Wellington A. Playter,Lon Chaney","February 24, 1919 (United States)",,10,,,https://www.imdb.com/title/tt0010890/?ref_=adv_li_tt
The Princess's Dilemma,Drama,1913,,,Holger-Madsen,,"Betty Nansen,Svend Aggerholm,Nicolai Johannsen",December 1913 (United States),,,,,https://www.imdb.com/title/tt2346656/?ref_=adv_li_tt
Powers That Prey,"Comedy,Drama",1918,,,Henry King,,"Mary Miles Minter,Allan Forrest,Harvey Clark","March 4, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009510/?ref_=adv_li_tt
"Home, Sweet Home",Drama,1914,Passed,55m,D.W. Griffith,,"Henry B. Walthall,Josephine Crowell,Lillian Gish","May 17, 1914 (United States)",,6,,,https://www.imdb.com/title/tt0003167/?ref_=adv_li_tt
Upstairs and Down,Comedy,1919,,,Charles Giblyn,,"Olive Thomas,Rosemary Theby,Mary Charleson","June 8, 1919 (United States)",,,,,https://www.imdb.com/title/tt0010832/?ref_=adv_li_tt
The Steel King's Last Wish,"Drama,Romance",1913,,,Holger-Madsen,,"Agnes Andersen,Oluf Billesborg,Alf Blütecher",September 1913 (United States),,,,,https://www.imdb.com/title/tt2398654/?ref_=adv_li_tt
The Sea Wolf,Drama,1913,,,Hobart Bosworth,,"Hobart Bosworth,Herbert Rawlinson,Viola Barry","December 7, 1913 (United States)",,,,,https://www.imdb.com/title/tt0003362/?ref_=adv_li_tt
Pikovaya dama,"Drama,Fantasy,Horror",1916,,,Yakov Protazanov,,"Tamara Duvan,Ivan Mozzhukhin,Vera Orlova","November 18, 1917 (United States)",,8,,,https://www.imdb.com/title/tt0007183/?ref_=adv_li_tt
The Soul of Broadway,"Crime,Drama,Romance",1915,Passed,50m,Herbert Brenon,,"Valeska Suratt,William E. Shay,Mabel Allen","October 18, 1915 (United States)",,,,,https://www.imdb.com/title/tt0006075/?ref_=adv_li_tt
Souls in Pawn,Drama,1917,,,Henry King,,"Gail Kane,Douglas MacLean,Robert Klein","August 6, 1917 (United States)",,,,,https://www.imdb.com/title/tt0008609/?ref_=adv_li_tt
Blue Jeans,Drama,1917,,,John H. Collins,,"Viola Dana,Robert Walker,Sally Crute","December 10, 1917 (United States)",,3,,,https://www.imdb.com/title/tt0007711/?ref_=adv_li_tt
Her Own Way,Drama,1915,,,Herbert Blaché,,"Florence Reed,Blanche Davenport,Clarissa Selwynne","May 31, 1915 (United States)",,,,,https://www.imdb.com/title/tt0005474/?ref_=adv_li_tt
Riders of the Purple Sage,Western,1918,Passed,57m,Frank Lloyd,,"William Farnum,William Scott,Marc B. Robbins","September 1, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009552/?ref_=adv_li_tt
Sin,Drama,1915,,,Herbert Brenon,,"Theda Bara,William E. Shay,Warner Oland","October 3, 1915 (United States)",,1,,,https://www.imdb.com/title/tt0006049/?ref_=adv_li_tt
The House Without Children,Drama,1919,,,Samuel R. Brodsky,,"Richard Travers,Gretchen Hartman,George Fox","August 10, 1919 (United States)",,,,,https://www.imdb.com/title/tt0190465/?ref_=adv_li_tt
On with the Dance,Drama,1920,,,George Fitzmaurice,,"Mae Murray,David Powell,Alma Tell","February 15, 1920 (United States)",,1,,,https://www.imdb.com/title/tt0123205/?ref_=adv_li_tt
Jack Straw,Comedy,1920,Approved,50m,William C. de Mille,,"Robert Warwick,Carroll McComas,Charles Ogle","March 14, 1920 (United States)",,,,,https://www.imdb.com/title/tt0011343/?ref_=adv_li_tt
The Reincarnation of Karma,Drama,1912,,,Van Dyke Brooke,,"Courtenay Foote,Rosemary Theby,Lillian Walker","December 27, 1912 (United States)",,1,,,https://www.imdb.com/title/tt0222316/?ref_=adv_li_tt
Kaliya Mardan,"Drama,Fantasy,History",1919,,,Dhundiraj Govind Phalke,,"Mandakini Phalke,Neelkanth,Purushottam Parchure","March 7, 1919 (India)",,1,,,https://www.imdb.com/title/tt0253174/?ref_=adv_li_tt
The Land of the Lost,Drama,1914,,,Arthur Donaldson,,,July 1914 (United States),,,,,https://www.imdb.com/title/tt0004205/?ref_=adv_li_tt
Lightning Bryce,"Adventure,Horror,Romance",1919,Passed,5h,Paul Hurst,,"Jack Hoxie,Ann Little,Paul Hurst","October 15, 1919 (United States)",,1,,,https://www.imdb.com/title/tt0010356/?ref_=adv_li_tt
Friday the 13th,Drama,1916,,,Emile Chautard,,"Robert Warwick,Clarence Harvey,Charles Brandt","September 18, 1916 (United States)",,1,,,https://www.imdb.com/title/tt0006703/?ref_=adv_li_tt
Malombra,"Drama,Horror,Mystery",1917,,,Carmine Gallone,,"Lyda Borelli,Amleto Novelli,Augusto Mastripietri",January 1917 (Italy),,3,,,https://www.imdb.com/title/tt0008252/?ref_=adv_li_tt
Gladiola,Drama,1915,,,John H. Collins,,"Viola Dana,Charles Sutton,Jessie Stevens","October 15, 1915 (United States)",,,,,https://www.imdb.com/title/tt0005396/?ref_=adv_li_tt
It's a Great Life,Comedy,1920,,,E. Mason Hopper,,"Cullen Landis,Molly Malone,Clara Horton","August 29, 1920 (United States)",,,,,https://www.imdb.com/title/tt0143313/?ref_=adv_li_tt
Protéa,"Action,Thriller",1913,,,Victorin-Hippolyte Jasset,,"Josette Andriot,Lucien Bataille,Charles Krauss","September 14, 1914 (United States)",,1,,,https://www.imdb.com/title/tt0311681/?ref_=adv_li_tt
Redemption,Drama,1917,,,Joseph A. Golden,,"Evelyn Nesbit,Russell Thaw,Charles Wellesley","June 2, 1917 (United States)",,,,,https://www.imdb.com/title/tt0211595/?ref_=adv_li_tt
Graustark,Adventure,1915,,,Fred E. Wright,,"Francis X. Bushman,Beverly Bayne,Edna Mayo","April 16, 1915 (United States)",,,,,https://www.imdb.com/title/tt0005411/?ref_=adv_li_tt
Over the Hill to the Poorhouse,"Drama,Crime",1920,Passed,1h 50m,Harry F. Millarde,,"Mary Carr,William Welsh,James Sheridan","September 17, 1920 (United States)",,1,,,https://www.imdb.com/title/tt0011549/?ref_=adv_li_tt
Tepeyac,Drama,1917,,,Carlos E. González,,"Roberto Arroyo Carrillo,Pilar L. Cotta,Beatriz de Córdova","Mexico City, Distrito Federal, Mexico",,2,,,https://www.imdb.com/title/tt0008662/?ref_=adv_li_tt
The Man Who Had Everything,Drama,1920,,,Alfred E. Green,,"Jack Pickford,Lionel Belmore,Priscilla Bonner",October 1920 (United States),,4,,,https://www.imdb.com/title/tt0012439/?ref_=adv_li_tt
The Eyes of Mystery,Mystery,1918,,,Tod Browning,,"Edith Storey,Bradley Barker,Harry Northrup","January 21, 1918 (United States)",,,,,https://www.imdb.com/title/tt0009048/?ref_=adv_li_tt
The Bride's Silence,Mystery,1917,,,Henry King,,"Gail Kane,Lew Cody,Henry A. Barrows","September 10, 1917 (United States)",,,,,https://www.imdb.com/title/tt0007748/?ref_=adv_li_tt
The Flying Circus,Drama,1912,,,Alfred Lind,,"Rasmus Ottesen,Emilie Otterdahl,Lili Beck","June 28, 1913 (United States)",,6,,,https://www.imdb.com/title/tt0002186/?ref_=adv_li_tt
Millers dokument,Drama,1916,,,Konrad Tallroth,,"Greta Almroth,Nicolai Johannsen,William Larsson","August 4, 1916 (Sweden)",,,,,https://www.imdb.com/title/tt0007064/?ref_=adv_li_tt
The Belle of New York,Drama,1919,,,Julius Steger,,"Marion Davies,Etienne Girardot,L. Rogers Lytton","March 27, 1919 (United States)",,1,,,https://www.imdb.com/title/tt0009918/?ref_=adv_li_tt
The Broken Butterfly,Drama,1919,,,Maurice Tourneur,,"Lew Cody,Mary Alden,Pauline Starke","November 1, 1919 (United States)",Robertson-Cole Pictures Corporation,2,,,https://www.imdb.com/title/tt0009969/?ref_=adv_li_tt
The Devil's Needle,Drama,1916,,,Chester Withey,,"Tully Marshall,Norma Talmadge,Marguerite Marsh","August 13, 1916 (United States)",,4,,,https://www.imdb.com/title/tt0006589/?ref_=adv_li_tt
Anna Karenina,Drama,1918,,,Márton Garas,,"Irén Varsányi,Dezsõ Kertész,Emil Fenyvessy","October 23, 1918 (Hungary)",,,,,https://www.imdb.com/title/tt0008836/?ref_=adv_li_tt
Reaching for the Moon,"Adventure,Comedy",1917,,,John Emerson,,"Douglas Fairbanks,Eileen Percy,Richard Cummings","November 17, 1917 (United States)",,5,,,https://www.imdb.com/title/tt0008498/?ref_=adv_li_tt
Fante-Anne,"Crime,Drama,Romance",1920,,,Rasmus Breistein,,"Asta Nielsen,Einar Tveito,Johanne Bruhn","September 11, 1920 (Norway)",,1,,,https://www.imdb.com/title/tt0011173/?ref_=adv_li_tt
Wolf Lowry,Western,1917,,,William S. Hart,,"William S. Hart,Margery Wilson,Aaron Edwards","May 27, 1917 (United States)",,2,,,https://www.imdb.com/title/tt0008783/?ref_=adv_li_tt
Il fiacre n. 13,Drama,1917,,,Alberto Capozzi,,,February 1917 (Italy),,,,,https://www.imdb.com/title/tt0173822/?ref_=adv_li_tt
The Heart of Wetona,"Drama,Romance,Western",1919,,,Sidney Franklin,,"Norma Talmadge,Fred Huntley,Thomas Meighan","January 5, 1919 (United States)",,2,,,https://www.imdb.com/title/tt0010229/?ref_=adv_li_tt
Every Girl's Dream,Drama,1917,,,Harry F. Millarde,,"June Caprice,Kittens Reichert,Harry Hilliard","August 27, 1917 (United States)",,,,,https://www.imdb.com/title/tt0007904/?ref_=adv_li_tt
Hidden Valley,Drama,1916,,,Ernest C. Warde,,"Valda Valkyrien,Boyd Marshall,Ernest C. Warde","November 5, 1916 (United States)",,,,,https://www.imdb.com/title/tt0157754/?ref_=adv_li_tt
The Whispering Chorus,Drama,1918,Not Rated,1h 26m,Cecil B. DeMille,,"Raymond Hatton,Kathlyn Williams,Edythe Chapman","March 28, 1918 (United States)",,15,,,https://www.imdb.com/title/tt0009796/?ref_=adv_li_tt
A Black Sheep,Comedy,1915,,,Thomas N. Heffron,,"Otis Harlan,Rita Gould,Grace Darmond","October 18, 1915 (United States)",,,,,https://www.imdb.com/title/tt0004977/?ref_=adv_li_tt
A Lass of the Lumberlands,Western,1916,,,Paul Hurst,,"Helen Holmes,Leo D. Maloney,Thomas G. Lingham","October 23, 1916 (United States)",,,,,https://www.imdb.com/title/tt0006909/?ref_=adv_li_tt
